	Plate	Well	Frames	Well Number	Control Type	Original Gene Target	Plate_Map_Name	Gene_Replicate	Site	DNA
2693	LT0080_37	C1	50	49	positive control	ENSG00000149503	LT0080_37_49	1	1	LT0080_37/LT0080_37_49_50.tif
2694	LT0080_37	C4	50	52	positive control	ENSG00000149503	LT0080_37_52	1	1	LT0080_37/LT0080_37_52_50.tif
2695	LT0080_37	C15	50	63	negative control	negative control	LT0080_37_63	1	1	LT0080_37/LT0080_37_63_50.tif
2696	LT0080_37	D2	50	74	negative control	negative control	LT0080_37_74	1	1	LT0080_37/LT0080_37_74_50.tif
2697	LT0080_37	M16	50	304	negative control	negative control	LT0080_37_304	1	1	LT0080_37/LT0080_37_304_50.tif
2698	LT0080_37	N3	50	315	negative control	negative control	LT0080_37_315	1	1	LT0080_37/LT0080_37_315_50.tif
2699	LT0080_37	N21	50	333	positive control	COPB	LT0080_37_333	1	1	LT0080_37/LT0080_37_333_50.tif
2700	LT0080_37	N24	50	336	positive control	COPB	LT0080_37_336	1	1	LT0080_37/LT0080_37_336_50.tif
2701	LT0080_37	O16	50	352	negative control	negative control	LT0080_37_352	1	1	LT0080_37/LT0080_37_352_50.tif
2702	LT0080_37	P3	50	363	negative control	negative control	LT0080_37_363	1	1	LT0080_37/LT0080_37_363_50.tif
2703	LT0080_37	P21	50	381	positive control	COPB	LT0080_37_381	1	1	LT0080_37/LT0080_37_381_50.tif
2704	LT0080_37	P24	50	384	positive control	COPB	LT0080_37_384	1	1	LT0080_37/LT0080_37_384_50.tif
2705	LT0080_47	A4	50	4	positive control	ENSG00000149503	LT0080_47_4	1	1	LT0080_47/LT0080_47_4_50.tif
2706	LT0080_47	A15	50	15	negative control	negative control	LT0080_47_15	1	1	LT0080_47/LT0080_47_15_50.tif
2707	LT0080_47	B2	50	26	negative control	negative control	LT0080_47_26	1	1	LT0080_47/LT0080_47_26_50.tif
2708	LT0080_47	C1	50	49	positive control	ENSG00000149503	LT0080_47_49	1	1	LT0080_47/LT0080_47_49_50.tif
2709	LT0080_47	C4	50	52	positive control	ENSG00000149503	LT0080_47_52	1	1	LT0080_47/LT0080_47_52_50.tif
2710	LT0080_47	D2	50	74	negative control	negative control	LT0080_47_74	1	1	LT0080_47/LT0080_47_74_50.tif
2711	LT0080_47	M16	50	304	negative control	negative control	LT0080_47_304	1	1	LT0080_47/LT0080_47_304_50.tif
2712	LT0080_47	N3	50	315	negative control	negative control	LT0080_47_315	1	1	LT0080_47/LT0080_47_315_50.tif
2713	LT0080_47	N21	50	333	positive control	COPB	LT0080_47_333	1	1	LT0080_47/LT0080_47_333_50.tif
2714	LT0080_47	N24	50	336	positive control	COPB	LT0080_47_336	1	1	LT0080_47/LT0080_47_336_50.tif
2715	LT0080_47	O16	50	352	negative control	negative control	LT0080_47_352	1	1	LT0080_47/LT0080_47_352_50.tif
2716	LT0080_47	P3	50	363	negative control	negative control	LT0080_47_363	1	1	LT0080_47/LT0080_47_363_50.tif
2717	LT0080_47	P21	50	381	positive control	COPB	LT0080_47_381	1	1	LT0080_47/LT0080_47_381_50.tif
2718	LT0080_47	P24	50	384	positive control	COPB	LT0080_47_384	1	1	LT0080_47/LT0080_47_384_50.tif
2719	LT0081_02	A4	50	4	positive control	ENSG00000149503	LT0081_02_4	1	1	LT0081_02/LT0081_02_4_50.tif
2720	LT0081_02	A15	50	15	negative control	negative control	LT0081_02_15	1	1	LT0081_02/LT0081_02_15_50.tif
2721	LT0081_02	B2	50	26	negative control	negative control	LT0081_02_26	1	1	LT0081_02/LT0081_02_26_50.tif
2722	LT0081_02	C1	50	49	positive control	ENSG00000149503	LT0081_02_49	1	1	LT0081_02/LT0081_02_49_50.tif
2723	LT0081_02	C4	50	52	positive control	ENSG00000149503	LT0081_02_52	1	1	LT0081_02/LT0081_02_52_50.tif
2724	LT0081_02	C15	50	63	negative control	negative control	LT0081_02_63	1	1	LT0081_02/LT0081_02_63_50.tif
2725	LT0081_02	D2	50	74	negative control	negative control	LT0081_02_74	1	1	LT0081_02/LT0081_02_74_50.tif
2726	LT0081_02	M16	50	304	negative control	negative control	LT0081_02_304	1	1	LT0081_02/LT0081_02_304_50.tif
2727	LT0081_02	N3	50	315	negative control	negative control	LT0081_02_315	1	1	LT0081_02/LT0081_02_315_50.tif
2728	LT0081_02	N21	50	333	positive control	COPB	LT0081_02_333	1	1	LT0081_02/LT0081_02_333_50.tif
2729	LT0081_02	N24	50	336	positive control	COPB	LT0081_02_336	1	1	LT0081_02/LT0081_02_336_50.tif
2730	LT0081_02	O16	50	352	negative control	negative control	LT0081_02_352	1	1	LT0081_02/LT0081_02_352_50.tif
2731	LT0081_02	P3	50	363	negative control	negative control	LT0081_02_363	1	1	LT0081_02/LT0081_02_363_50.tif
2732	LT0081_02	P21	50	381	positive control	COPB	LT0081_02_381	1	1	LT0081_02/LT0081_02_381_50.tif
2733	LT0081_02	P24	50	384	positive control	COPB	LT0081_02_384	1	1	LT0081_02/LT0081_02_384_50.tif
2734	LT0081_09	A15	50	15	negative control	negative control	LT0081_09_15	1	1	LT0081_09/LT0081_09_15_50.tif
2735	LT0081_09	B2	50	26	negative control	negative control	LT0081_09_26	1	1	LT0081_09/LT0081_09_26_50.tif
2736	LT0081_09	C15	50	63	negative control	negative control	LT0081_09_63	1	1	LT0081_09/LT0081_09_63_50.tif
2737	LT0081_09	D2	50	74	negative control	negative control	LT0081_09_74	1	1	LT0081_09/LT0081_09_74_50.tif
2738	LT0081_09	M16	50	304	negative control	negative control	LT0081_09_304	1	1	LT0081_09/LT0081_09_304_50.tif
2739	LT0081_09	N3	50	315	negative control	negative control	LT0081_09_315	1	1	LT0081_09/LT0081_09_315_50.tif
2740	LT0081_09	N21	50	333	positive control	COPB	LT0081_09_333	1	1	LT0081_09/LT0081_09_333_50.tif
2741	LT0081_09	N24	50	336	positive control	COPB	LT0081_09_336	1	1	LT0081_09/LT0081_09_336_50.tif
2742	LT0081_09	O16	50	352	negative control	negative control	LT0081_09_352	1	1	LT0081_09/LT0081_09_352_50.tif
2743	LT0081_09	P3	50	363	negative control	negative control	LT0081_09_363	1	1	LT0081_09/LT0081_09_363_50.tif
2744	LT0081_09	P24	50	384	positive control	COPB	LT0081_09_384	1	1	LT0081_09/LT0081_09_384_50.tif
2745	LT0081_11	A4	50	4	positive control	ENSG00000149503	LT0081_11_4	1	1	LT0081_11/LT0081_11_4_50.tif
2746	LT0081_11	A15	50	15	negative control	negative control	LT0081_11_15	1	1	LT0081_11/LT0081_11_15_50.tif
2747	LT0081_11	B2	50	26	negative control	negative control	LT0081_11_26	1	1	LT0081_11/LT0081_11_26_50.tif
2748	LT0081_11	C1	50	49	positive control	ENSG00000149503	LT0081_11_49	1	1	LT0081_11/LT0081_11_49_50.tif
2749	LT0081_11	C4	50	52	positive control	ENSG00000149503	LT0081_11_52	1	1	LT0081_11/LT0081_11_52_50.tif
2750	LT0081_11	C15	50	63	negative control	negative control	LT0081_11_63	1	1	LT0081_11/LT0081_11_63_50.tif
2751	LT0081_11	D2	50	74	negative control	negative control	LT0081_11_74	1	1	LT0081_11/LT0081_11_74_50.tif
2752	LT0081_11	M16	50	304	negative control	negative control	LT0081_11_304	1	1	LT0081_11/LT0081_11_304_50.tif
2753	LT0081_11	N3	50	315	negative control	negative control	LT0081_11_315	1	1	LT0081_11/LT0081_11_315_50.tif
2754	LT0081_11	N21	50	333	positive control	COPB	LT0081_11_333	1	1	LT0081_11/LT0081_11_333_50.tif
2755	LT0081_11	N24	50	336	positive control	COPB	LT0081_11_336	1	1	LT0081_11/LT0081_11_336_50.tif
2756	LT0081_11	O16	50	352	negative control	negative control	LT0081_11_352	1	1	LT0081_11/LT0081_11_352_50.tif
2757	LT0081_11	P3	50	363	negative control	negative control	LT0081_11_363	1	1	LT0081_11/LT0081_11_363_50.tif
2758	LT0081_11	P21	50	381	positive control	COPB	LT0081_11_381	1	1	LT0081_11/LT0081_11_381_50.tif
2759	LT0081_11	P24	50	384	positive control	COPB	LT0081_11_384	1	1	LT0081_11/LT0081_11_384_50.tif
2760	LT0082_04	A4	50	4	positive control	ENSG00000149503	LT0082_04_4	1	1	LT0082_04/LT0082_04_4_50.tif
2761	LT0082_04	A15	50	15	negative control	negative control	LT0082_04_15	1	1	LT0082_04/LT0082_04_15_50.tif
2762	LT0082_04	B2	50	26	negative control	negative control	LT0082_04_26	1	1	LT0082_04/LT0082_04_26_50.tif
2763	LT0082_04	C1	50	49	positive control	ENSG00000149503	LT0082_04_49	1	1	LT0082_04/LT0082_04_49_50.tif
2764	LT0082_04	C4	50	52	positive control	ENSG00000149503	LT0082_04_52	1	1	LT0082_04/LT0082_04_52_50.tif
2765	LT0082_04	C15	50	63	negative control	negative control	LT0082_04_63	1	1	LT0082_04/LT0082_04_63_50.tif
2766	LT0082_04	D2	50	74	negative control	negative control	LT0082_04_74	1	1	LT0082_04/LT0082_04_74_50.tif
2767	LT0082_04	M16	50	304	negative control	negative control	LT0082_04_304	1	1	LT0082_04/LT0082_04_304_50.tif
2768	LT0082_04	N3	50	315	negative control	negative control	LT0082_04_315	1	1	LT0082_04/LT0082_04_315_50.tif
2769	LT0082_04	N21	50	333	positive control	COPB	LT0082_04_333	1	1	LT0082_04/LT0082_04_333_50.tif
2770	LT0082_04	N24	50	336	positive control	COPB	LT0082_04_336	1	1	LT0082_04/LT0082_04_336_50.tif
2771	LT0082_04	O16	50	352	negative control	negative control	LT0082_04_352	1	1	LT0082_04/LT0082_04_352_50.tif
2772	LT0082_04	P3	50	363	negative control	negative control	LT0082_04_363	1	1	LT0082_04/LT0082_04_363_50.tif
2773	LT0082_04	P21	50	381	positive control	COPB	LT0082_04_381	1	1	LT0082_04/LT0082_04_381_50.tif
2774	LT0082_04	P24	50	384	positive control	COPB	LT0082_04_384	1	1	LT0082_04/LT0082_04_384_50.tif
2775	LT0082_11	A4	50	4	positive control	ENSG00000149503	LT0082_11_4	1	1	LT0082_11/LT0082_11_4_50.tif
2776	LT0082_11	A15	50	15	negative control	negative control	LT0082_11_15	1	1	LT0082_11/LT0082_11_15_50.tif
2777	LT0082_11	B2	50	26	negative control	negative control	LT0082_11_26	1	1	LT0082_11/LT0082_11_26_50.tif
2778	LT0082_11	C1	50	49	positive control	ENSG00000149503	LT0082_11_49	1	1	LT0082_11/LT0082_11_49_50.tif
2779	LT0082_11	C4	50	52	positive control	ENSG00000149503	LT0082_11_52	1	1	LT0082_11/LT0082_11_52_50.tif
2780	LT0082_11	C15	50	63	negative control	negative control	LT0082_11_63	1	1	LT0082_11/LT0082_11_63_50.tif
2781	LT0082_11	D2	50	74	negative control	negative control	LT0082_11_74	1	1	LT0082_11/LT0082_11_74_50.tif
2782	LT0082_11	M16	50	304	negative control	negative control	LT0082_11_304	1	1	LT0082_11/LT0082_11_304_50.tif
2783	LT0082_11	N3	50	315	negative control	negative control	LT0082_11_315	1	1	LT0082_11/LT0082_11_315_50.tif
2784	LT0082_11	N21	50	333	positive control	COPB	LT0082_11_333	1	1	LT0082_11/LT0082_11_333_50.tif
2785	LT0082_11	N24	50	336	positive control	COPB	LT0082_11_336	1	1	LT0082_11/LT0082_11_336_50.tif
2786	LT0082_11	O16	50	352	negative control	negative control	LT0082_11_352	1	1	LT0082_11/LT0082_11_352_50.tif
2787	LT0082_11	P3	50	363	negative control	negative control	LT0082_11_363	1	1	LT0082_11/LT0082_11_363_50.tif
2788	LT0082_11	P21	50	381	positive control	COPB	LT0082_11_381	1	1	LT0082_11/LT0082_11_381_50.tif
2789	LT0082_11	P24	50	384	positive control	COPB	LT0082_11_384	1	1	LT0082_11/LT0082_11_384_50.tif
2790	LT0082_20	A4	50	4	positive control	ENSG00000149503	LT0082_20_4	1	1	LT0082_20/LT0082_20_4_50.tif
2791	LT0082_20	A15	50	15	negative control	negative control	LT0082_20_15	1	1	LT0082_20/LT0082_20_15_50.tif
2792	LT0082_20	C1	50	49	positive control	ENSG00000149503	LT0082_20_49	1	1	LT0082_20/LT0082_20_49_50.tif
2793	LT0082_20	C4	50	52	positive control	ENSG00000149503	LT0082_20_52	1	1	LT0082_20/LT0082_20_52_50.tif
2794	LT0082_20	C15	50	63	negative control	negative control	LT0082_20_63	1	1	LT0082_20/LT0082_20_63_50.tif
2795	LT0082_20	D2	50	74	negative control	negative control	LT0082_20_74	1	1	LT0082_20/LT0082_20_74_50.tif
2796	LT0082_20	M16	50	304	negative control	negative control	LT0082_20_304	1	1	LT0082_20/LT0082_20_304_50.tif
2797	LT0082_20	N3	50	315	negative control	negative control	LT0082_20_315	1	1	LT0082_20/LT0082_20_315_50.tif
2798	LT0082_20	N21	50	333	positive control	COPB	LT0082_20_333	1	1	LT0082_20/LT0082_20_333_50.tif
2799	LT0082_20	N24	50	336	positive control	COPB	LT0082_20_336	1	1	LT0082_20/LT0082_20_336_50.tif
2800	LT0082_20	O16	50	352	negative control	negative control	LT0082_20_352	1	1	LT0082_20/LT0082_20_352_50.tif
2801	LT0082_20	P3	50	363	negative control	negative control	LT0082_20_363	1	1	LT0082_20/LT0082_20_363_50.tif
2802	LT0082_20	P21	50	381	positive control	COPB	LT0082_20_381	1	1	LT0082_20/LT0082_20_381_50.tif
2803	LT0083_14	A4	50	4	positive control	ENSG00000149503	LT0083_14_4	1	1	LT0083_14/LT0083_14_4_50.tif
2804	LT0083_14	A15	50	15	negative control	negative control	LT0083_14_15	1	1	LT0083_14/LT0083_14_15_50.tif
2805	LT0083_14	B2	50	26	negative control	negative control	LT0083_14_26	1	1	LT0083_14/LT0083_14_26_50.tif
2806	LT0083_14	C1	50	49	positive control	ENSG00000149503	LT0083_14_49	1	1	LT0083_14/LT0083_14_49_50.tif
2807	LT0083_14	C4	50	52	positive control	ENSG00000149503	LT0083_14_52	1	1	LT0083_14/LT0083_14_52_50.tif
2808	LT0083_14	C15	50	63	negative control	negative control	LT0083_14_63	1	1	LT0083_14/LT0083_14_63_50.tif
2809	LT0083_14	D2	50	74	negative control	negative control	LT0083_14_74	1	1	LT0083_14/LT0083_14_74_50.tif
2810	LT0083_14	M16	50	304	negative control	negative control	LT0083_14_304	1	1	LT0083_14/LT0083_14_304_50.tif
2811	LT0083_14	N3	50	315	negative control	negative control	LT0083_14_315	1	1	LT0083_14/LT0083_14_315_50.tif
2812	LT0083_14	N21	50	333	positive control	COPB	LT0083_14_333	1	1	LT0083_14/LT0083_14_333_50.tif
2813	LT0083_14	N24	50	336	positive control	COPB	LT0083_14_336	1	1	LT0083_14/LT0083_14_336_50.tif
2814	LT0083_14	O16	50	352	negative control	negative control	LT0083_14_352	1	1	LT0083_14/LT0083_14_352_50.tif
2815	LT0083_14	P3	50	363	negative control	negative control	LT0083_14_363	1	1	LT0083_14/LT0083_14_363_50.tif
2816	LT0083_14	P21	50	381	positive control	COPB	LT0083_14_381	1	1	LT0083_14/LT0083_14_381_50.tif
2817	LT0083_14	P24	50	384	positive control	COPB	LT0083_14_384	1	1	LT0083_14/LT0083_14_384_50.tif
2818	LT0083_15	A4	50	4	positive control	ENSG00000149503	LT0083_15_4	1	1	LT0083_15/LT0083_15_4_50.tif
2819	LT0083_15	A15	50	15	negative control	negative control	LT0083_15_15	1	1	LT0083_15/LT0083_15_15_50.tif
2820	LT0083_15	B2	50	26	negative control	negative control	LT0083_15_26	1	1	LT0083_15/LT0083_15_26_50.tif
2821	LT0083_15	C1	50	49	positive control	ENSG00000149503	LT0083_15_49	1	1	LT0083_15/LT0083_15_49_50.tif
2822	LT0083_15	C4	50	52	positive control	ENSG00000149503	LT0083_15_52	1	1	LT0083_15/LT0083_15_52_50.tif
2823	LT0083_15	C15	50	63	negative control	negative control	LT0083_15_63	1	1	LT0083_15/LT0083_15_63_50.tif
2824	LT0083_15	D2	50	74	negative control	negative control	LT0083_15_74	1	1	LT0083_15/LT0083_15_74_50.tif
2825	LT0083_15	M16	50	304	negative control	negative control	LT0083_15_304	1	1	LT0083_15/LT0083_15_304_50.tif
2826	LT0083_15	N3	50	315	negative control	negative control	LT0083_15_315	1	1	LT0083_15/LT0083_15_315_50.tif
2827	LT0083_15	N21	50	333	positive control	COPB	LT0083_15_333	1	1	LT0083_15/LT0083_15_333_50.tif
2828	LT0083_15	N24	50	336	positive control	COPB	LT0083_15_336	1	1	LT0083_15/LT0083_15_336_50.tif
2829	LT0083_15	O16	50	352	negative control	negative control	LT0083_15_352	1	1	LT0083_15/LT0083_15_352_50.tif
2830	LT0083_15	P3	50	363	negative control	negative control	LT0083_15_363	1	1	LT0083_15/LT0083_15_363_50.tif
2831	LT0083_15	P21	50	381	positive control	COPB	LT0083_15_381	1	1	LT0083_15/LT0083_15_381_50.tif
2832	LT0083_15	P24	50	384	positive control	COPB	LT0083_15_384	1	1	LT0083_15/LT0083_15_384_50.tif
2833	LT0083_31	C1	50	49	positive control	ENSG00000149503	LT0083_31_49	1	1	LT0083_31/LT0083_31_49_50.tif
2834	LT0083_31	C4	50	52	positive control	ENSG00000149503	LT0083_31_52	1	1	LT0083_31/LT0083_31_52_50.tif
2835	LT0083_31	M16	50	304	negative control	negative control	LT0083_31_304	1	1	LT0083_31/LT0083_31_304_50.tif
2836	LT0083_31	N3	50	315	negative control	negative control	LT0083_31_315	1	1	LT0083_31/LT0083_31_315_50.tif
2837	LT0083_31	N21	50	333	positive control	COPB	LT0083_31_333	1	1	LT0083_31/LT0083_31_333_50.tif
2838	LT0083_31	N24	50	336	positive control	COPB	LT0083_31_336	1	1	LT0083_31/LT0083_31_336_50.tif
2839	LT0083_31	O16	50	352	negative control	negative control	LT0083_31_352	1	1	LT0083_31/LT0083_31_352_50.tif
2840	LT0083_31	P3	50	363	negative control	negative control	LT0083_31_363	1	1	LT0083_31/LT0083_31_363_50.tif
2841	LT0083_31	P21	50	381	positive control	COPB	LT0083_31_381	1	1	LT0083_31/LT0083_31_381_50.tif
2842	LT0083_31	P24	50	384	positive control	COPB	LT0083_31_384	1	1	LT0083_31/LT0083_31_384_50.tif
2843	LT0084_01	A4	50	4	positive control	ENSG00000149503	LT0084_01_4	1	1	LT0084_01/LT0084_01_4_50.tif
2844	LT0084_01	A15	50	15	negative control	negative control	LT0084_01_15	1	1	LT0084_01/LT0084_01_15_50.tif
2845	LT0084_01	B2	50	26	negative control	negative control	LT0084_01_26	1	1	LT0084_01/LT0084_01_26_50.tif
2846	LT0084_01	C1	50	49	positive control	ENSG00000149503	LT0084_01_49	1	1	LT0084_01/LT0084_01_49_50.tif
2847	LT0084_01	C4	50	52	positive control	ENSG00000149503	LT0084_01_52	1	1	LT0084_01/LT0084_01_52_50.tif
2848	LT0084_01	C15	50	63	negative control	negative control	LT0084_01_63	1	1	LT0084_01/LT0084_01_63_50.tif
2849	LT0084_01	D2	50	74	negative control	negative control	LT0084_01_74	1	1	LT0084_01/LT0084_01_74_50.tif
2850	LT0084_01	M16	50	304	negative control	negative control	LT0084_01_304	1	1	LT0084_01/LT0084_01_304_50.tif
2851	LT0084_01	N3	50	315	negative control	negative control	LT0084_01_315	1	1	LT0084_01/LT0084_01_315_50.tif
2852	LT0084_01	N21	50	333	positive control	COPB	LT0084_01_333	1	1	LT0084_01/LT0084_01_333_50.tif
2853	LT0084_01	N24	50	336	positive control	COPB	LT0084_01_336	1	1	LT0084_01/LT0084_01_336_50.tif
2854	LT0084_01	O16	50	352	negative control	negative control	LT0084_01_352	1	1	LT0084_01/LT0084_01_352_50.tif
2855	LT0084_01	P3	50	363	negative control	negative control	LT0084_01_363	1	1	LT0084_01/LT0084_01_363_50.tif
2856	LT0084_01	P21	50	381	positive control	COPB	LT0084_01_381	1	1	LT0084_01/LT0084_01_381_50.tif
2857	LT0084_01	P24	50	384	positive control	COPB	LT0084_01_384	1	1	LT0084_01/LT0084_01_384_50.tif
2858	LT0084_46	A4	50	4	positive control	ENSG00000149503	LT0084_46_4	1	1	LT0084_46/LT0084_46_4_50.tif
2859	LT0084_46	A15	50	15	negative control	negative control	LT0084_46_15	1	1	LT0084_46/LT0084_46_15_50.tif
2860	LT0084_46	B2	50	26	negative control	negative control	LT0084_46_26	1	1	LT0084_46/LT0084_46_26_50.tif
2861	LT0084_46	C1	50	49	positive control	ENSG00000149503	LT0084_46_49	1	1	LT0084_46/LT0084_46_49_50.tif
2862	LT0084_46	C4	50	52	positive control	ENSG00000149503	LT0084_46_52	1	1	LT0084_46/LT0084_46_52_50.tif
2863	LT0084_46	C15	50	63	negative control	negative control	LT0084_46_63	1	1	LT0084_46/LT0084_46_63_50.tif
2864	LT0084_46	D2	50	74	negative control	negative control	LT0084_46_74	1	1	LT0084_46/LT0084_46_74_50.tif
2865	LT0084_46	M16	50	304	negative control	negative control	LT0084_46_304	1	1	LT0084_46/LT0084_46_304_50.tif
2866	LT0084_46	N3	50	315	negative control	negative control	LT0084_46_315	1	1	LT0084_46/LT0084_46_315_50.tif
2867	LT0084_46	N21	50	333	positive control	COPB	LT0084_46_333	1	1	LT0084_46/LT0084_46_333_50.tif
2868	LT0084_46	N24	50	336	positive control	COPB	LT0084_46_336	1	1	LT0084_46/LT0084_46_336_50.tif
2869	LT0084_46	O16	50	352	negative control	negative control	LT0084_46_352	1	1	LT0084_46/LT0084_46_352_50.tif
2870	LT0084_46	P3	50	363	negative control	negative control	LT0084_46_363	1	1	LT0084_46/LT0084_46_363_50.tif
2871	LT0084_46	P21	50	381	positive control	COPB	LT0084_46_381	1	1	LT0084_46/LT0084_46_381_50.tif
2872	LT0084_46	P24	50	384	positive control	COPB	LT0084_46_384	1	1	LT0084_46/LT0084_46_384_50.tif
2873	LT0084_47	A4	50	4	positive control	ENSG00000149503	LT0084_47_4	1	1	LT0084_47/LT0084_47_4_50.tif
2874	LT0084_47	A15	50	15	negative control	negative control	LT0084_47_15	1	1	LT0084_47/LT0084_47_15_50.tif
2875	LT0084_47	B2	50	26	negative control	negative control	LT0084_47_26	1	1	LT0084_47/LT0084_47_26_50.tif
2876	LT0084_47	C1	50	49	positive control	ENSG00000149503	LT0084_47_49	1	1	LT0084_47/LT0084_47_49_50.tif
2877	LT0084_47	C4	50	52	positive control	ENSG00000149503	LT0084_47_52	1	1	LT0084_47/LT0084_47_52_50.tif
2878	LT0084_47	C15	50	63	negative control	negative control	LT0084_47_63	1	1	LT0084_47/LT0084_47_63_50.tif
2879	LT0084_47	D2	50	74	negative control	negative control	LT0084_47_74	1	1	LT0084_47/LT0084_47_74_50.tif
2880	LT0084_47	M16	50	304	negative control	negative control	LT0084_47_304	1	1	LT0084_47/LT0084_47_304_50.tif
2881	LT0084_47	N3	50	315	negative control	negative control	LT0084_47_315	1	1	LT0084_47/LT0084_47_315_50.tif
2882	LT0084_47	N21	50	333	positive control	COPB	LT0084_47_333	1	1	LT0084_47/LT0084_47_333_50.tif
2883	LT0084_47	N24	50	336	positive control	COPB	LT0084_47_336	1	1	LT0084_47/LT0084_47_336_50.tif
2884	LT0084_47	O16	50	352	negative control	negative control	LT0084_47_352	1	1	LT0084_47/LT0084_47_352_50.tif
2885	LT0084_47	P3	50	363	negative control	negative control	LT0084_47_363	1	1	LT0084_47/LT0084_47_363_50.tif
2886	LT0084_47	P21	50	381	positive control	COPB	LT0084_47_381	1	1	LT0084_47/LT0084_47_381_50.tif
2887	LT0084_47	P24	50	384	positive control	COPB	LT0084_47_384	1	1	LT0084_47/LT0084_47_384_50.tif
2888	LT0085_07	A4	50	4	positive control	ENSG00000149503	LT0085_07_4	1	1	LT0085_07/LT0085_07_4_50.tif
2889	LT0085_07	A15	50	15	negative control	negative control	LT0085_07_15	1	1	LT0085_07/LT0085_07_15_50.tif
2890	LT0085_07	B2	50	26	negative control	negative control	LT0085_07_26	1	1	LT0085_07/LT0085_07_26_50.tif
2891	LT0085_07	C1	50	49	positive control	ENSG00000149503	LT0085_07_49	1	1	LT0085_07/LT0085_07_49_50.tif
2892	LT0085_07	C4	50	52	positive control	ENSG00000149503	LT0085_07_52	1	1	LT0085_07/LT0085_07_52_50.tif
2893	LT0085_07	C15	50	63	negative control	negative control	LT0085_07_63	1	1	LT0085_07/LT0085_07_63_50.tif
2894	LT0085_07	D2	50	74	negative control	negative control	LT0085_07_74	1	1	LT0085_07/LT0085_07_74_50.tif
2895	LT0085_07	M16	50	304	negative control	negative control	LT0085_07_304	1	1	LT0085_07/LT0085_07_304_50.tif
2896	LT0085_07	N3	50	315	negative control	negative control	LT0085_07_315	1	1	LT0085_07/LT0085_07_315_50.tif
2897	LT0085_07	N21	50	333	positive control	COPB	LT0085_07_333	1	1	LT0085_07/LT0085_07_333_50.tif
2898	LT0085_07	N24	50	336	positive control	COPB	LT0085_07_336	1	1	LT0085_07/LT0085_07_336_50.tif
2899	LT0085_07	O16	50	352	negative control	negative control	LT0085_07_352	1	1	LT0085_07/LT0085_07_352_50.tif
2900	LT0085_07	P3	50	363	negative control	negative control	LT0085_07_363	1	1	LT0085_07/LT0085_07_363_50.tif
2901	LT0085_07	P21	50	381	positive control	COPB	LT0085_07_381	1	1	LT0085_07/LT0085_07_381_50.tif
2902	LT0085_07	P24	50	384	positive control	COPB	LT0085_07_384	1	1	LT0085_07/LT0085_07_384_50.tif
2903	LT0085_37	A4	50	4	positive control	ENSG00000149503	LT0085_37_4	1	1	LT0085_37/LT0085_37_4_50.tif
2904	LT0085_37	A15	50	15	negative control	negative control	LT0085_37_15	1	1	LT0085_37/LT0085_37_15_50.tif
2905	LT0085_37	B2	50	26	negative control	negative control	LT0085_37_26	1	1	LT0085_37/LT0085_37_26_50.tif
2906	LT0085_37	C1	50	49	positive control	ENSG00000149503	LT0085_37_49	1	1	LT0085_37/LT0085_37_49_50.tif
2907	LT0085_37	C4	50	52	positive control	ENSG00000149503	LT0085_37_52	1	1	LT0085_37/LT0085_37_52_50.tif
2908	LT0085_37	C15	50	63	negative control	negative control	LT0085_37_63	1	1	LT0085_37/LT0085_37_63_50.tif
2909	LT0085_37	D2	50	74	negative control	negative control	LT0085_37_74	1	1	LT0085_37/LT0085_37_74_50.tif
2910	LT0085_37	N3	50	315	negative control	negative control	LT0085_37_315	1	1	LT0085_37/LT0085_37_315_50.tif
2911	LT0085_37	N21	50	333	positive control	COPB	LT0085_37_333	1	1	LT0085_37/LT0085_37_333_50.tif
2912	LT0085_37	N24	50	336	positive control	COPB	LT0085_37_336	1	1	LT0085_37/LT0085_37_336_50.tif
2913	LT0085_37	O16	50	352	negative control	negative control	LT0085_37_352	1	1	LT0085_37/LT0085_37_352_50.tif
2914	LT0085_37	P3	50	363	negative control	negative control	LT0085_37_363	1	1	LT0085_37/LT0085_37_363_50.tif
2915	LT0085_37	P21	50	381	positive control	COPB	LT0085_37_381	1	1	LT0085_37/LT0085_37_381_50.tif
2916	LT0085_37	P24	50	384	positive control	COPB	LT0085_37_384	1	1	LT0085_37/LT0085_37_384_50.tif
2917	LT0085_38	A4	50	4	positive control	ENSG00000149503	LT0085_38_4	1	1	LT0085_38/LT0085_38_4_50.tif
2918	LT0085_38	A15	50	15	negative control	negative control	LT0085_38_15	1	1	LT0085_38/LT0085_38_15_50.tif
2919	LT0085_38	B2	50	26	negative control	negative control	LT0085_38_26	1	1	LT0085_38/LT0085_38_26_50.tif
2920	LT0085_38	C1	50	49	positive control	ENSG00000149503	LT0085_38_49	1	1	LT0085_38/LT0085_38_49_50.tif
2921	LT0085_38	C4	50	52	positive control	ENSG00000149503	LT0085_38_52	1	1	LT0085_38/LT0085_38_52_50.tif
2922	LT0085_38	C15	50	63	negative control	negative control	LT0085_38_63	1	1	LT0085_38/LT0085_38_63_50.tif
2923	LT0085_38	D2	50	74	negative control	negative control	LT0085_38_74	1	1	LT0085_38/LT0085_38_74_50.tif
2924	LT0085_38	M16	50	304	negative control	negative control	LT0085_38_304	1	1	LT0085_38/LT0085_38_304_50.tif
