	Plate	Well	Frames	Well Number	Control Type	Original Gene Target	Plate_Map_Name	Gene_Replicate	Site	DNA
1071	LT0032_06	O16	50	352	negative control	negative control	LT0032_06_352	1	1	LT0032_06/LT0032_06_352_50.tif
1072	LT0032_14	A4	50	4	positive control	ENSG00000149503	LT0032_14_4	1	1	LT0032_14/LT0032_14_4_50.tif
1073	LT0032_14	A15	50	15	negative control	negative control	LT0032_14_15	1	1	LT0032_14/LT0032_14_15_50.tif
1074	LT0032_14	B2	50	26	negative control	negative control	LT0032_14_26	1	1	LT0032_14/LT0032_14_26_50.tif
1075	LT0032_14	C1	50	49	positive control	ENSG00000149503	LT0032_14_49	1	1	LT0032_14/LT0032_14_49_50.tif
1076	LT0032_14	C4	50	52	positive control	ENSG00000149503	LT0032_14_52	1	1	LT0032_14/LT0032_14_52_50.tif
1077	LT0032_14	C15	50	63	negative control	negative control	LT0032_14_63	1	1	LT0032_14/LT0032_14_63_50.tif
1078	LT0032_14	D2	50	74	negative control	negative control	LT0032_14_74	1	1	LT0032_14/LT0032_14_74_50.tif
1079	LT0032_14	M16	50	304	negative control	negative control	LT0032_14_304	1	1	LT0032_14/LT0032_14_304_50.tif
1080	LT0032_14	N3	50	315	negative control	negative control	LT0032_14_315	1	1	LT0032_14/LT0032_14_315_50.tif
1081	LT0032_14	O16	50	352	negative control	negative control	LT0032_14_352	1	1	LT0032_14/LT0032_14_352_50.tif
1082	LT0033_03	A4	50	4	positive control	ENSG00000149503	LT0033_03_4	1	1	LT0033_03/LT0033_03_4_50.tif
1083	LT0033_03	A15	50	15	negative control	negative control	LT0033_03_15	1	1	LT0033_03/LT0033_03_15_50.tif
1084	LT0033_03	B2	50	26	negative control	negative control	LT0033_03_26	1	1	LT0033_03/LT0033_03_26_50.tif
1085	LT0033_03	C1	50	49	positive control	ENSG00000149503	LT0033_03_49	1	1	LT0033_03/LT0033_03_49_50.tif
1086	LT0033_03	C4	50	52	positive control	ENSG00000149503	LT0033_03_52	1	1	LT0033_03/LT0033_03_52_50.tif
1087	LT0033_03	C15	50	63	negative control	negative control	LT0033_03_63	1	1	LT0033_03/LT0033_03_63_50.tif
1088	LT0033_03	D2	50	74	negative control	negative control	LT0033_03_74	1	1	LT0033_03/LT0033_03_74_50.tif
1089	LT0033_03	M16	50	304	negative control	negative control	LT0033_03_304	1	1	LT0033_03/LT0033_03_304_50.tif
1090	LT0033_03	N3	50	315	negative control	negative control	LT0033_03_315	1	1	LT0033_03/LT0033_03_315_50.tif
1091	LT0033_03	O16	50	352	negative control	negative control	LT0033_03_352	1	1	LT0033_03/LT0033_03_352_50.tif
1092	LT0033_11	A4	50	4	positive control	ENSG00000149503	LT0033_11_4	1	1	LT0033_11/LT0033_11_4_50.tif
1093	LT0033_11	A15	50	15	negative control	negative control	LT0033_11_15	1	1	LT0033_11/LT0033_11_15_50.tif
1094	LT0033_11	B2	50	26	negative control	negative control	LT0033_11_26	1	1	LT0033_11/LT0033_11_26_50.tif
1095	LT0033_11	C1	50	49	positive control	ENSG00000149503	LT0033_11_49	1	1	LT0033_11/LT0033_11_49_50.tif
1096	LT0033_11	C4	50	52	positive control	ENSG00000149503	LT0033_11_52	1	1	LT0033_11/LT0033_11_52_50.tif
1097	LT0033_11	C15	50	63	negative control	negative control	LT0033_11_63	1	1	LT0033_11/LT0033_11_63_50.tif
1098	LT0033_11	D2	50	74	negative control	negative control	LT0033_11_74	1	1	LT0033_11/LT0033_11_74_50.tif
1099	LT0033_11	M16	50	304	negative control	negative control	LT0033_11_304	1	1	LT0033_11/LT0033_11_304_50.tif
1100	LT0033_11	N3	50	315	negative control	negative control	LT0033_11_315	1	1	LT0033_11/LT0033_11_315_50.tif
1101	LT0033_11	O16	50	352	negative control	negative control	LT0033_11_352	1	1	LT0033_11/LT0033_11_352_50.tif
1102	LT0033_42	A4	50	4	positive control	ENSG00000149503	LT0033_42_4	1	1	LT0033_42/LT0033_42_4_50.tif
1103	LT0033_42	A15	50	15	negative control	negative control	LT0033_42_15	1	1	LT0033_42/LT0033_42_15_50.tif
1104	LT0033_42	B2	50	26	negative control	negative control	LT0033_42_26	1	1	LT0033_42/LT0033_42_26_50.tif
1105	LT0033_42	C1	50	49	positive control	ENSG00000149503	LT0033_42_49	1	1	LT0033_42/LT0033_42_49_50.tif
1106	LT0033_42	C4	50	52	positive control	ENSG00000149503	LT0033_42_52	1	1	LT0033_42/LT0033_42_52_50.tif
1107	LT0033_42	C15	50	63	negative control	negative control	LT0033_42_63	1	1	LT0033_42/LT0033_42_63_50.tif
1108	LT0033_42	D2	50	74	negative control	negative control	LT0033_42_74	1	1	LT0033_42/LT0033_42_74_50.tif
1109	LT0033_42	M16	50	304	negative control	negative control	LT0033_42_304	1	1	LT0033_42/LT0033_42_304_50.tif
1110	LT0033_42	N3	50	315	negative control	negative control	LT0033_42_315	1	1	LT0033_42/LT0033_42_315_50.tif
1111	LT0033_42	O16	50	352	negative control	negative control	LT0033_42_352	1	1	LT0033_42/LT0033_42_352_50.tif
1112	LT0034_01	A4	50	4	positive control	ENSG00000149503	LT0034_01_4	1	1	LT0034_01/LT0034_01_4_50.tif
1113	LT0034_01	A15	50	15	negative control	negative control	LT0034_01_15	1	1	LT0034_01/LT0034_01_15_50.tif
1114	LT0034_01	B2	50	26	negative control	negative control	LT0034_01_26	1	1	LT0034_01/LT0034_01_26_50.tif
1115	LT0034_01	C1	50	49	positive control	ENSG00000149503	LT0034_01_49	1	1	LT0034_01/LT0034_01_49_50.tif
1116	LT0034_01	C4	50	52	positive control	ENSG00000149503	LT0034_01_52	1	1	LT0034_01/LT0034_01_52_50.tif
1117	LT0034_01	C15	50	63	negative control	negative control	LT0034_01_63	1	1	LT0034_01/LT0034_01_63_50.tif
1118	LT0034_01	D2	50	74	negative control	negative control	LT0034_01_74	1	1	LT0034_01/LT0034_01_74_50.tif
1119	LT0034_01	M16	50	304	negative control	negative control	LT0034_01_304	1	1	LT0034_01/LT0034_01_304_50.tif
1120	LT0034_01	N3	50	315	negative control	negative control	LT0034_01_315	1	1	LT0034_01/LT0034_01_315_50.tif
1121	LT0034_01	O16	50	352	negative control	negative control	LT0034_01_352	1	1	LT0034_01/LT0034_01_352_50.tif
1122	LT0034_38	A4	50	4	positive control	ENSG00000149503	LT0034_38_4	1	1	LT0034_38/LT0034_38_4_50.tif
1123	LT0034_38	A15	50	15	negative control	negative control	LT0034_38_15	1	1	LT0034_38/LT0034_38_15_50.tif
1124	LT0034_38	B2	50	26	negative control	negative control	LT0034_38_26	1	1	LT0034_38/LT0034_38_26_50.tif
1125	LT0034_38	C1	50	49	positive control	ENSG00000149503	LT0034_38_49	1	1	LT0034_38/LT0034_38_49_50.tif
1126	LT0034_38	C4	50	52	positive control	ENSG00000149503	LT0034_38_52	1	1	LT0034_38/LT0034_38_52_50.tif
1127	LT0034_38	C15	50	63	negative control	negative control	LT0034_38_63	1	1	LT0034_38/LT0034_38_63_50.tif
1128	LT0034_38	D2	50	74	negative control	negative control	LT0034_38_74	1	1	LT0034_38/LT0034_38_74_50.tif
1129	LT0034_38	M16	50	304	negative control	negative control	LT0034_38_304	1	1	LT0034_38/LT0034_38_304_50.tif
1130	LT0034_38	N3	50	315	negative control	negative control	LT0034_38_315	1	1	LT0034_38/LT0034_38_315_50.tif
1131	LT0034_38	O16	50	352	negative control	negative control	LT0034_38_352	1	1	LT0034_38/LT0034_38_352_50.tif
1132	LT0034_41	A4	50	4	positive control	ENSG00000149503	LT0034_41_4	1	1	LT0034_41/LT0034_41_4_50.tif
1133	LT0034_41	A15	50	15	negative control	negative control	LT0034_41_15	1	1	LT0034_41/LT0034_41_15_50.tif
1134	LT0034_41	B2	50	26	negative control	negative control	LT0034_41_26	1	1	LT0034_41/LT0034_41_26_50.tif
1135	LT0034_41	C1	50	49	positive control	ENSG00000149503	LT0034_41_49	1	1	LT0034_41/LT0034_41_49_50.tif
1136	LT0034_41	C4	50	52	positive control	ENSG00000149503	LT0034_41_52	1	1	LT0034_41/LT0034_41_52_50.tif
1137	LT0034_41	C15	50	63	negative control	negative control	LT0034_41_63	1	1	LT0034_41/LT0034_41_63_50.tif
1138	LT0034_41	D2	50	74	negative control	negative control	LT0034_41_74	1	1	LT0034_41/LT0034_41_74_50.tif
1139	LT0034_41	M16	50	304	negative control	negative control	LT0034_41_304	1	1	LT0034_41/LT0034_41_304_50.tif
1140	LT0034_41	N3	50	315	negative control	negative control	LT0034_41_315	1	1	LT0034_41/LT0034_41_315_50.tif
1141	LT0034_41	O16	50	352	negative control	negative control	LT0034_41_352	1	1	LT0034_41/LT0034_41_352_50.tif
1142	LT0035_01	A4	50	4	positive control	ENSG00000149503	LT0035_01_4	1	1	LT0035_01/LT0035_01_4_50.tif
1143	LT0035_01	A15	50	15	negative control	negative control	LT0035_01_15	1	1	LT0035_01/LT0035_01_15_50.tif
1144	LT0035_01	B2	50	26	negative control	negative control	LT0035_01_26	1	1	LT0035_01/LT0035_01_26_50.tif
1145	LT0035_01	C1	50	49	positive control	ENSG00000149503	LT0035_01_49	1	1	LT0035_01/LT0035_01_49_50.tif
1146	LT0035_01	C4	50	52	positive control	ENSG00000149503	LT0035_01_52	1	1	LT0035_01/LT0035_01_52_50.tif
1147	LT0035_01	C15	50	63	negative control	negative control	LT0035_01_63	1	1	LT0035_01/LT0035_01_63_50.tif
1148	LT0035_01	D2	50	74	negative control	negative control	LT0035_01_74	1	1	LT0035_01/LT0035_01_74_50.tif
1149	LT0035_01	M16	50	304	negative control	negative control	LT0035_01_304	1	1	LT0035_01/LT0035_01_304_50.tif
1150	LT0035_01	N3	50	315	negative control	negative control	LT0035_01_315	1	1	LT0035_01/LT0035_01_315_50.tif
1151	LT0035_01	O16	50	352	negative control	negative control	LT0035_01_352	1	1	LT0035_01/LT0035_01_352_50.tif
1152	LT0035_06	A4	50	4	positive control	ENSG00000149503	LT0035_06_4	1	1	LT0035_06/LT0035_06_4_50.tif
1153	LT0035_06	A15	50	15	negative control	negative control	LT0035_06_15	1	1	LT0035_06/LT0035_06_15_50.tif
1154	LT0035_06	B2	50	26	negative control	negative control	LT0035_06_26	1	1	LT0035_06/LT0035_06_26_50.tif
1155	LT0035_06	C1	50	49	positive control	ENSG00000149503	LT0035_06_49	1	1	LT0035_06/LT0035_06_49_50.tif
1156	LT0035_06	C4	50	52	positive control	ENSG00000149503	LT0035_06_52	1	1	LT0035_06/LT0035_06_52_50.tif
1157	LT0035_06	C15	50	63	negative control	negative control	LT0035_06_63	1	1	LT0035_06/LT0035_06_63_50.tif
1158	LT0035_06	D2	50	74	negative control	negative control	LT0035_06_74	1	1	LT0035_06/LT0035_06_74_50.tif
1159	LT0035_06	M16	50	304	negative control	negative control	LT0035_06_304	1	1	LT0035_06/LT0035_06_304_50.tif
1160	LT0035_06	N3	50	315	negative control	negative control	LT0035_06_315	1	1	LT0035_06/LT0035_06_315_50.tif
1161	LT0035_06	O16	50	352	negative control	negative control	LT0035_06_352	1	1	LT0035_06/LT0035_06_352_50.tif
1162	LT0035_07	A4	50	4	positive control	ENSG00000149503	LT0035_07_4	1	1	LT0035_07/LT0035_07_4_50.tif
1163	LT0035_07	A15	50	15	negative control	negative control	LT0035_07_15	1	1	LT0035_07/LT0035_07_15_50.tif
1164	LT0035_07	B2	50	26	negative control	negative control	LT0035_07_26	1	1	LT0035_07/LT0035_07_26_50.tif
1165	LT0035_07	C1	50	49	positive control	ENSG00000149503	LT0035_07_49	1	1	LT0035_07/LT0035_07_49_50.tif
1166	LT0035_07	C4	50	52	positive control	ENSG00000149503	LT0035_07_52	1	1	LT0035_07/LT0035_07_52_50.tif
1167	LT0035_07	C15	50	63	negative control	negative control	LT0035_07_63	1	1	LT0035_07/LT0035_07_63_50.tif
1168	LT0035_07	D2	50	74	negative control	negative control	LT0035_07_74	1	1	LT0035_07/LT0035_07_74_50.tif
1169	LT0035_07	M16	50	304	negative control	negative control	LT0035_07_304	1	1	LT0035_07/LT0035_07_304_50.tif
1170	LT0035_07	N3	50	315	negative control	negative control	LT0035_07_315	1	1	LT0035_07/LT0035_07_315_50.tif
1171	LT0035_07	O16	50	352	negative control	negative control	LT0035_07_352	1	1	LT0035_07/LT0035_07_352_50.tif
1172	LT0035_10	A4	50	4	positive control	ENSG00000149503	LT0035_10_4	1	1	LT0035_10/LT0035_10_4_50.tif
1173	LT0035_10	A15	50	15	negative control	negative control	LT0035_10_15	1	1	LT0035_10/LT0035_10_15_50.tif
1174	LT0035_10	B2	50	26	negative control	negative control	LT0035_10_26	1	1	LT0035_10/LT0035_10_26_50.tif
1175	LT0035_10	C1	50	49	positive control	ENSG00000149503	LT0035_10_49	1	1	LT0035_10/LT0035_10_49_50.tif
1176	LT0035_10	C4	50	52	positive control	ENSG00000149503	LT0035_10_52	1	1	LT0035_10/LT0035_10_52_50.tif
1177	LT0035_10	C15	50	63	negative control	negative control	LT0035_10_63	1	1	LT0035_10/LT0035_10_63_50.tif
1178	LT0035_10	D2	50	74	negative control	negative control	LT0035_10_74	1	1	LT0035_10/LT0035_10_74_50.tif
1179	LT0035_10	M16	50	304	negative control	negative control	LT0035_10_304	1	1	LT0035_10/LT0035_10_304_50.tif
1180	LT0035_10	N3	50	315	negative control	negative control	LT0035_10_315	1	1	LT0035_10/LT0035_10_315_50.tif
1181	LT0035_10	O16	50	352	negative control	negative control	LT0035_10_352	1	1	LT0035_10/LT0035_10_352_50.tif
1182	LT0035_13	A4	50	4	positive control	ENSG00000149503	LT0035_13_4	1	1	LT0035_13/LT0035_13_4_50.tif
1183	LT0035_13	A15	50	15	negative control	negative control	LT0035_13_15	1	1	LT0035_13/LT0035_13_15_50.tif
1184	LT0035_13	B2	50	26	negative control	negative control	LT0035_13_26	1	1	LT0035_13/LT0035_13_26_50.tif
1185	LT0035_13	C1	50	49	positive control	ENSG00000149503	LT0035_13_49	1	1	LT0035_13/LT0035_13_49_50.tif
1186	LT0035_13	C4	50	52	positive control	ENSG00000149503	LT0035_13_52	1	1	LT0035_13/LT0035_13_52_50.tif
1187	LT0035_13	C15	50	63	negative control	negative control	LT0035_13_63	1	1	LT0035_13/LT0035_13_63_50.tif
1188	LT0035_13	D2	50	74	negative control	negative control	LT0035_13_74	1	1	LT0035_13/LT0035_13_74_50.tif
1189	LT0035_13	M16	50	304	negative control	negative control	LT0035_13_304	1	1	LT0035_13/LT0035_13_304_50.tif
1190	LT0035_13	N3	50	315	negative control	negative control	LT0035_13_315	1	1	LT0035_13/LT0035_13_315_50.tif
1191	LT0035_13	O16	50	352	negative control	negative control	LT0035_13_352	1	1	LT0035_13/LT0035_13_352_50.tif
1192	LT0035_47	A4	50	4	positive control	ENSG00000149503	LT0035_47_4	1	1	LT0035_47/LT0035_47_4_50.tif
1193	LT0035_47	A15	50	15	negative control	negative control	LT0035_47_15	1	1	LT0035_47/LT0035_47_15_50.tif
1194	LT0035_47	B2	50	26	negative control	negative control	LT0035_47_26	1	1	LT0035_47/LT0035_47_26_50.tif
1195	LT0035_47	C1	50	49	positive control	ENSG00000149503	LT0035_47_49	1	1	LT0035_47/LT0035_47_49_50.tif
1196	LT0035_47	C4	50	52	positive control	ENSG00000149503	LT0035_47_52	1	1	LT0035_47/LT0035_47_52_50.tif
1197	LT0035_47	C15	50	63	negative control	negative control	LT0035_47_63	1	1	LT0035_47/LT0035_47_63_50.tif
1198	LT0035_47	D2	50	74	negative control	negative control	LT0035_47_74	1	1	LT0035_47/LT0035_47_74_50.tif
1199	LT0035_47	M16	50	304	negative control	negative control	LT0035_47_304	1	1	LT0035_47/LT0035_47_304_50.tif
1200	LT0035_47	N3	50	315	negative control	negative control	LT0035_47_315	1	1	LT0035_47/LT0035_47_315_50.tif
1201	LT0035_47	O16	50	352	negative control	negative control	LT0035_47_352	1	1	LT0035_47/LT0035_47_352_50.tif
1202	LT0036_01	B2	50	26	negative control	negative control	LT0036_01_26	1	1	LT0036_01/LT0036_01_26_50.tif
1203	LT0036_01	C1	50	49	positive control	ENSG00000149503	LT0036_01_49	1	1	LT0036_01/LT0036_01_49_50.tif
1204	LT0036_01	C4	50	52	positive control	ENSG00000149503	LT0036_01_52	1	1	LT0036_01/LT0036_01_52_50.tif
1205	LT0036_01	C15	50	63	negative control	negative control	LT0036_01_63	1	1	LT0036_01/LT0036_01_63_50.tif
1206	LT0036_01	D2	50	74	negative control	negative control	LT0036_01_74	1	1	LT0036_01/LT0036_01_74_50.tif
1207	LT0036_01	M16	50	304	negative control	negative control	LT0036_01_304	1	1	LT0036_01/LT0036_01_304_50.tif
1208	LT0036_01	N3	50	315	negative control	negative control	LT0036_01_315	1	1	LT0036_01/LT0036_01_315_50.tif
1209	LT0036_01	O16	50	352	negative control	negative control	LT0036_01_352	1	1	LT0036_01/LT0036_01_352_50.tif
1210	LT0036_36	A4	50	4	positive control	ENSG00000149503	LT0036_36_4	1	1	LT0036_36/LT0036_36_4_50.tif
1211	LT0036_36	A15	50	15	negative control	negative control	LT0036_36_15	1	1	LT0036_36/LT0036_36_15_50.tif
1212	LT0036_36	B2	50	26	negative control	negative control	LT0036_36_26	1	1	LT0036_36/LT0036_36_26_50.tif
1213	LT0036_36	C1	50	49	positive control	ENSG00000149503	LT0036_36_49	1	1	LT0036_36/LT0036_36_49_50.tif
1214	LT0036_36	C4	50	52	positive control	ENSG00000149503	LT0036_36_52	1	1	LT0036_36/LT0036_36_52_50.tif
1215	LT0036_36	C15	50	63	negative control	negative control	LT0036_36_63	1	1	LT0036_36/LT0036_36_63_50.tif
1216	LT0036_36	D2	50	74	negative control	negative control	LT0036_36_74	1	1	LT0036_36/LT0036_36_74_50.tif
1217	LT0036_36	M16	50	304	negative control	negative control	LT0036_36_304	1	1	LT0036_36/LT0036_36_304_50.tif
1218	LT0036_36	N3	50	315	negative control	negative control	LT0036_36_315	1	1	LT0036_36/LT0036_36_315_50.tif
1219	LT0036_36	O16	50	352	negative control	negative control	LT0036_36_352	1	1	LT0036_36/LT0036_36_352_50.tif
1220	LT0036_52	A4	50	4	positive control	ENSG00000149503	LT0036_52_4	1	1	LT0036_52/LT0036_52_4_50.tif
1221	LT0036_52	C1	50	49	positive control	ENSG00000149503	LT0036_52_49	1	1	LT0036_52/LT0036_52_49_50.tif
1222	LT0036_52	C15	50	63	negative control	negative control	LT0036_52_63	1	1	LT0036_52/LT0036_52_63_50.tif
1223	LT0036_52	D2	50	74	negative control	negative control	LT0036_52_74	1	1	LT0036_52/LT0036_52_74_50.tif
1224	LT0036_52	M16	50	304	negative control	negative control	LT0036_52_304	1	1	LT0036_52/LT0036_52_304_50.tif
1225	LT0036_52	N3	50	315	negative control	negative control	LT0036_52_315	1	1	LT0036_52/LT0036_52_315_50.tif
1226	LT0036_52	O16	50	352	negative control	negative control	LT0036_52_352	1	1	LT0036_52/LT0036_52_352_50.tif
1227	LT0036_55	A4	50	4	positive control	ENSG00000149503	LT0036_55_4	1	1	LT0036_55/LT0036_55_4_50.tif
1228	LT0036_55	A15	50	15	negative control	negative control	LT0036_55_15	1	1	LT0036_55/LT0036_55_15_50.tif
1229	LT0036_55	B2	50	26	negative control	negative control	LT0036_55_26	1	1	LT0036_55/LT0036_55_26_50.tif
1230	LT0036_55	C1	50	49	positive control	ENSG00000149503	LT0036_55_49	1	1	LT0036_55/LT0036_55_49_50.tif
1231	LT0036_55	C15	50	63	negative control	negative control	LT0036_55_63	1	1	LT0036_55/LT0036_55_63_50.tif
1232	LT0036_55	D2	50	74	negative control	negative control	LT0036_55_74	1	1	LT0036_55/LT0036_55_74_50.tif
1233	LT0036_55	M16	50	304	negative control	negative control	LT0036_55_304	1	1	LT0036_55/LT0036_55_304_50.tif
1234	LT0036_55	N3	50	315	negative control	negative control	LT0036_55_315	1	1	LT0036_55/LT0036_55_315_50.tif
1235	LT0036_55	O16	50	352	negative control	negative control	LT0036_55_352	1	1	LT0036_55/LT0036_55_352_50.tif
1236	LT0037_41	A4	50	4	positive control	ENSG00000149503	LT0037_41_4	1	1	LT0037_41/LT0037_41_4_50.tif
1237	LT0037_41	A15	50	15	negative control	negative control	LT0037_41_15	1	1	LT0037_41/LT0037_41_15_50.tif
1238	LT0037_41	B2	50	26	negative control	negative control	LT0037_41_26	1	1	LT0037_41/LT0037_41_26_50.tif
1239	LT0037_41	C1	50	49	positive control	ENSG00000149503	LT0037_41_49	1	1	LT0037_41/LT0037_41_49_50.tif
1240	LT0037_41	C4	50	52	positive control	ENSG00000149503	LT0037_41_52	1	1	LT0037_41/LT0037_41_52_50.tif
1241	LT0037_41	C15	50	63	negative control	negative control	LT0037_41_63	1	1	LT0037_41/LT0037_41_63_50.tif
1242	LT0037_41	D2	50	74	negative control	negative control	LT0037_41_74	1	1	LT0037_41/LT0037_41_74_50.tif
1243	LT0037_41	M16	50	304	negative control	negative control	LT0037_41_304	1	1	LT0037_41/LT0037_41_304_50.tif
1244	LT0037_41	N3	50	315	negative control	negative control	LT0037_41_315	1	1	LT0037_41/LT0037_41_315_50.tif
1245	LT0037_41	O16	50	352	negative control	negative control	LT0037_41_352	1	1	LT0037_41/LT0037_41_352_50.tif
1246	LT0037_46	A4	50	4	positive control	ENSG00000149503	LT0037_46_4	1	1	LT0037_46/LT0037_46_4_50.tif
1247	LT0037_46	A15	50	15	negative control	negative control	LT0037_46_15	1	1	LT0037_46/LT0037_46_15_50.tif
1248	LT0037_46	B2	50	26	negative control	negative control	LT0037_46_26	1	1	LT0037_46/LT0037_46_26_50.tif
1249	LT0037_46	C1	50	49	positive control	ENSG00000149503	LT0037_46_49	1	1	LT0037_46/LT0037_46_49_50.tif
1250	LT0037_46	C4	50	52	positive control	ENSG00000149503	LT0037_46_52	1	1	LT0037_46/LT0037_46_52_50.tif
1251	LT0037_46	C15	50	63	negative control	negative control	LT0037_46_63	1	1	LT0037_46/LT0037_46_63_50.tif
1252	LT0037_46	D2	50	74	negative control	negative control	LT0037_46_74	1	1	LT0037_46/LT0037_46_74_50.tif
1253	LT0037_46	M16	50	304	negative control	negative control	LT0037_46_304	1	1	LT0037_46/LT0037_46_304_50.tif
1254	LT0037_46	N3	50	315	negative control	negative control	LT0037_46_315	1	1	LT0037_46/LT0037_46_315_50.tif
1255	LT0037_46	O16	50	352	negative control	negative control	LT0037_46_352	1	1	LT0037_46/LT0037_46_352_50.tif
1256	LT0037_51	A4	50	4	positive control	ENSG00000149503	LT0037_51_4	1	1	LT0037_51/LT0037_51_4_50.tif
1257	LT0037_51	A15	50	15	negative control	negative control	LT0037_51_15	1	1	LT0037_51/LT0037_51_15_50.tif
1258	LT0037_51	B2	50	26	negative control	negative control	LT0037_51_26	1	1	LT0037_51/LT0037_51_26_50.tif
1259	LT0037_51	C1	50	49	positive control	ENSG00000149503	LT0037_51_49	1	1	LT0037_51/LT0037_51_49_50.tif
1260	LT0037_51	C4	50	52	positive control	ENSG00000149503	LT0037_51_52	1	1	LT0037_51/LT0037_51_52_50.tif
1261	LT0037_51	C15	50	63	negative control	negative control	LT0037_51_63	1	1	LT0037_51/LT0037_51_63_50.tif
1262	LT0037_51	D2	50	74	negative control	negative control	LT0037_51_74	1	1	LT0037_51/LT0037_51_74_50.tif
1263	LT0037_51	M16	50	304	negative control	negative control	LT0037_51_304	1	1	LT0037_51/LT0037_51_304_50.tif
1264	LT0037_51	N3	50	315	negative control	negative control	LT0037_51_315	1	1	LT0037_51/LT0037_51_315_50.tif
1265	LT0037_51	O16	50	352	negative control	negative control	LT0037_51_352	1	1	LT0037_51/LT0037_51_352_50.tif
1266	LT0037_52	A4	50	4	positive control	ENSG00000149503	LT0037_52_4	1	1	LT0037_52/LT0037_52_4_50.tif
1267	LT0037_52	A15	50	15	negative control	negative control	LT0037_52_15	1	1	LT0037_52/LT0037_52_15_50.tif
1268	LT0037_52	B2	50	26	negative control	negative control	LT0037_52_26	1	1	LT0037_52/LT0037_52_26_50.tif
1269	LT0037_52	C1	50	49	positive control	ENSG00000149503	LT0037_52_49	1	1	LT0037_52/LT0037_52_49_50.tif
1270	LT0037_52	C4	50	52	positive control	ENSG00000149503	LT0037_52_52	1	1	LT0037_52/LT0037_52_52_50.tif
1271	LT0037_52	C15	50	63	negative control	negative control	LT0037_52_63	1	1	LT0037_52/LT0037_52_63_50.tif
1272	LT0037_52	D2	50	74	negative control	negative control	LT0037_52_74	1	1	LT0037_52/LT0037_52_74_50.tif
1273	LT0037_52	M16	50	304	negative control	negative control	LT0037_52_304	1	1	LT0037_52/LT0037_52_304_50.tif
1274	LT0037_52	N3	50	315	negative control	negative control	LT0037_52_315	1	1	LT0037_52/LT0037_52_315_50.tif
1275	LT0037_52	O16	50	352	negative control	negative control	LT0037_52_352	1	1	LT0037_52/LT0037_52_352_50.tif
1276	LT0038_01	A4	50	4	positive control	ENSG00000149503	LT0038_01_4	1	1	LT0038_01/LT0038_01_4_50.tif
1277	LT0038_01	A15	50	15	negative control	negative control	LT0038_01_15	1	1	LT0038_01/LT0038_01_15_50.tif
1278	LT0038_01	B2	50	26	negative control	negative control	LT0038_01_26	1	1	LT0038_01/LT0038_01_26_50.tif
1279	LT0038_01	C1	50	49	positive control	ENSG00000149503	LT0038_01_49	1	1	LT0038_01/LT0038_01_49_50.tif
1280	LT0038_01	C4	50	52	positive control	ENSG00000149503	LT0038_01_52	1	1	LT0038_01/LT0038_01_52_50.tif
1281	LT0038_01	C15	50	63	negative control	negative control	LT0038_01_63	1	1	LT0038_01/LT0038_01_63_50.tif
1282	LT0038_01	D2	50	74	negative control	negative control	LT0038_01_74	1	1	LT0038_01/LT0038_01_74_50.tif
1283	LT0038_01	M16	50	304	negative control	negative control	LT0038_01_304	1	1	LT0038_01/LT0038_01_304_50.tif
1284	LT0038_01	N3	50	315	negative control	negative control	LT0038_01_315	1	1	LT0038_01/LT0038_01_315_50.tif
1285	LT0038_01	O16	50	352	negative control	negative control	LT0038_01_352	1	1	LT0038_01/LT0038_01_352_50.tif
1286	LT0038_02	A4	50	4	positive control	ENSG00000149503	LT0038_02_4	1	1	LT0038_02/LT0038_02_4_50.tif
1287	LT0038_02	A15	50	15	negative control	negative control	LT0038_02_15	1	1	LT0038_02/LT0038_02_15_50.tif
1288	LT0038_02	B2	50	26	negative control	negative control	LT0038_02_26	1	1	LT0038_02/LT0038_02_26_50.tif
1289	LT0038_02	C1	50	49	positive control	ENSG00000149503	LT0038_02_49	1	1	LT0038_02/LT0038_02_49_50.tif
1290	LT0038_02	C4	50	52	positive control	ENSG00000149503	LT0038_02_52	1	1	LT0038_02/LT0038_02_52_50.tif
1291	LT0038_02	C15	50	63	negative control	negative control	LT0038_02_63	1	1	LT0038_02/LT0038_02_63_50.tif
1292	LT0038_02	D2	50	74	negative control	negative control	LT0038_02_74	1	1	LT0038_02/LT0038_02_74_50.tif
1293	LT0038_02	M16	50	304	negative control	negative control	LT0038_02_304	1	1	LT0038_02/LT0038_02_304_50.tif
1294	LT0038_02	N3	50	315	negative control	negative control	LT0038_02_315	1	1	LT0038_02/LT0038_02_315_50.tif
1295	LT0038_02	O16	50	352	negative control	negative control	LT0038_02_352	1	1	LT0038_02/LT0038_02_352_50.tif
1296	LT0038_08	A4	50	4	positive control	ENSG00000149503	LT0038_08_4	1	1	LT0038_08/LT0038_08_4_50.tif
1297	LT0038_08	A15	50	15	negative control	negative control	LT0038_08_15	1	1	LT0038_08/LT0038_08_15_50.tif
1298	LT0038_08	B2	50	26	negative control	negative control	LT0038_08_26	1	1	LT0038_08/LT0038_08_26_50.tif
1299	LT0038_08	C1	50	49	positive control	ENSG00000149503	LT0038_08_49	1	1	LT0038_08/LT0038_08_49_50.tif
1300	LT0038_08	C15	50	63	negative control	negative control	LT0038_08_63	1	1	LT0038_08/LT0038_08_63_50.tif
