Plate,Well,Frames,Well Number,Control Type,Original Gene Target,Plate_Map_Name,Gene_Replicate,Site,DNA
LT0077_19,N3,50,315,negative control,,LT0077_19_315,1,1,LT0077_19/LT0077_19_315_50.tif
LT0077_19,N21,50,333,positive control,COPB,LT0077_19_333,1,1,LT0077_19/LT0077_19_333_50.tif
LT0077_19,N24,50,336,positive control,COPB,LT0077_19_336,1,1,LT0077_19/LT0077_19_336_50.tif
LT0077_19,O16,50,352,negative control,,LT0077_19_352,1,1,LT0077_19/LT0077_19_352_50.tif
LT0077_19,P3,50,363,negative control,,LT0077_19_363,1,1,LT0077_19/LT0077_19_363_50.tif
LT0077_19,P21,50,381,positive control,COPB,LT0077_19_381,1,1,LT0077_19/LT0077_19_381_50.tif
LT0077_19,P24,50,384,positive control,COPB,LT0077_19_384,1,1,LT0077_19/LT0077_19_384_50.tif
LT0077_24,A1,50,1,positive control,ENSG00000149503,LT0077_24_1,1,1,LT0077_24/LT0077_24_1_50.tif
LT0077_24,A4,50,4,positive control,ENSG00000149503,LT0077_24_4,1,1,LT0077_24/LT0077_24_4_50.tif
LT0077_24,A15,50,15,negative control,,LT0077_24_15,1,1,LT0077_24/LT0077_24_15_50.tif
LT0077_24,B2,50,26,negative control,,LT0077_24_26,1,1,LT0077_24/LT0077_24_26_50.tif
LT0077_24,C1,50,49,positive control,ENSG00000149503,LT0077_24_49,1,1,LT0077_24/LT0077_24_49_50.tif
LT0077_24,C4,50,52,positive control,ENSG00000149503,LT0077_24_52,1,1,LT0077_24/LT0077_24_52_50.tif
LT0077_24,C15,50,63,negative control,,LT0077_24_63,1,1,LT0077_24/LT0077_24_63_50.tif
LT0077_24,D2,50,74,negative control,,LT0077_24_74,1,1,LT0077_24/LT0077_24_74_50.tif
LT0077_24,M16,50,304,negative control,,LT0077_24_304,1,1,LT0077_24/LT0077_24_304_50.tif
LT0077_24,N3,50,315,negative control,,LT0077_24_315,1,1,LT0077_24/LT0077_24_315_50.tif
LT0077_24,N21,50,333,positive control,COPB,LT0077_24_333,1,1,LT0077_24/LT0077_24_333_50.tif
LT0077_24,N24,50,336,positive control,COPB,LT0077_24_336,1,1,LT0077_24/LT0077_24_336_50.tif
LT0077_24,O16,50,352,negative control,,LT0077_24_352,1,1,LT0077_24/LT0077_24_352_50.tif
LT0077_24,P3,50,363,negative control,,LT0077_24_363,1,1,LT0077_24/LT0077_24_363_50.tif
LT0077_24,P21,50,381,positive control,COPB,LT0077_24_381,1,1,LT0077_24/LT0077_24_381_50.tif
LT0077_24,P24,50,384,positive control,COPB,LT0077_24_384,1,1,LT0077_24/LT0077_24_384_50.tif
LT0078_01,A1,50,1,positive control,ENSG00000149503,LT0078_01_1,1,1,LT0078_01/LT0078_01_1_50.tif
LT0078_01,A4,50,4,positive control,ENSG00000149503,LT0078_01_4,1,1,LT0078_01/LT0078_01_4_50.tif
LT0078_01,A15,50,15,negative control,,LT0078_01_15,1,1,LT0078_01/LT0078_01_15_50.tif
LT0078_01,B2,50,26,negative control,,LT0078_01_26,1,1,LT0078_01/LT0078_01_26_50.tif
LT0078_01,C1,50,49,positive control,ENSG00000149503,LT0078_01_49,1,1,LT0078_01/LT0078_01_49_50.tif
LT0078_01,C4,50,52,positive control,ENSG00000149503,LT0078_01_52,1,1,LT0078_01/LT0078_01_52_50.tif
LT0078_01,C15,50,63,negative control,,LT0078_01_63,1,1,LT0078_01/LT0078_01_63_50.tif
LT0078_01,D2,50,74,negative control,,LT0078_01_74,1,1,LT0078_01/LT0078_01_74_50.tif
LT0078_01,M16,50,304,negative control,,LT0078_01_304,1,1,LT0078_01/LT0078_01_304_50.tif
LT0078_01,N3,50,315,negative control,,LT0078_01_315,1,1,LT0078_01/LT0078_01_315_50.tif
LT0078_01,N21,50,333,positive control,COPB,LT0078_01_333,1,1,LT0078_01/LT0078_01_333_50.tif
LT0078_01,N24,50,336,positive control,COPB,LT0078_01_336,1,1,LT0078_01/LT0078_01_336_50.tif
LT0078_01,O16,50,352,negative control,,LT0078_01_352,1,1,LT0078_01/LT0078_01_352_50.tif
LT0078_01,P3,50,363,negative control,,LT0078_01_363,1,1,LT0078_01/LT0078_01_363_50.tif
LT0078_01,P21,50,381,positive control,COPB,LT0078_01_381,1,1,LT0078_01/LT0078_01_381_50.tif
LT0078_01,P24,50,384,positive control,COPB,LT0078_01_384,1,1,LT0078_01/LT0078_01_384_50.tif
LT0078_05,A15,50,15,negative control,,LT0078_05_15,1,1,LT0078_05/LT0078_05_15_50.tif
LT0078_05,B2,50,26,negative control,,LT0078_05_26,1,1,LT0078_05/LT0078_05_26_50.tif
LT0078_05,C1,50,49,positive control,ENSG00000149503,LT0078_05_49,1,1,LT0078_05/LT0078_05_49_50.tif
LT0078_05,C4,50,52,positive control,ENSG00000149503,LT0078_05_52,1,1,LT0078_05/LT0078_05_52_50.tif
LT0078_05,D2,50,74,negative control,,LT0078_05_74,1,1,LT0078_05/LT0078_05_74_50.tif
LT0078_05,M16,50,304,negative control,,LT0078_05_304,1,1,LT0078_05/LT0078_05_304_50.tif
LT0078_05,N3,50,315,negative control,,LT0078_05_315,1,1,LT0078_05/LT0078_05_315_50.tif
LT0078_05,N21,50,333,positive control,COPB,LT0078_05_333,1,1,LT0078_05/LT0078_05_333_50.tif
LT0078_05,N24,50,336,positive control,COPB,LT0078_05_336,1,1,LT0078_05/LT0078_05_336_50.tif
LT0078_05,O16,50,352,negative control,,LT0078_05_352,1,1,LT0078_05/LT0078_05_352_50.tif
LT0078_05,P3,50,363,negative control,,LT0078_05_363,1,1,LT0078_05/LT0078_05_363_50.tif
LT0078_25,A1,50,1,positive control,ENSG00000149503,LT0078_25_1,1,1,LT0078_25/LT0078_25_1_50.tif
LT0078_25,A4,50,4,positive control,ENSG00000149503,LT0078_25_4,1,1,LT0078_25/LT0078_25_4_50.tif
LT0078_25,A15,50,15,negative control,,LT0078_25_15,1,1,LT0078_25/LT0078_25_15_50.tif
LT0078_25,B2,50,26,negative control,,LT0078_25_26,1,1,LT0078_25/LT0078_25_26_50.tif
LT0078_25,C1,50,49,positive control,ENSG00000149503,LT0078_25_49,1,1,LT0078_25/LT0078_25_49_50.tif
LT0078_25,C4,50,52,positive control,ENSG00000149503,LT0078_25_52,1,1,LT0078_25/LT0078_25_52_50.tif
LT0078_25,C15,50,63,negative control,,LT0078_25_63,1,1,LT0078_25/LT0078_25_63_50.tif
LT0078_25,D2,50,74,negative control,,LT0078_25_74,1,1,LT0078_25/LT0078_25_74_50.tif
LT0078_25,M16,50,304,negative control,,LT0078_25_304,1,1,LT0078_25/LT0078_25_304_50.tif
LT0078_25,N3,50,315,negative control,,LT0078_25_315,1,1,LT0078_25/LT0078_25_315_50.tif
LT0078_25,N21,50,333,positive control,COPB,LT0078_25_333,1,1,LT0078_25/LT0078_25_333_50.tif
LT0078_25,N24,50,336,positive control,COPB,LT0078_25_336,1,1,LT0078_25/LT0078_25_336_50.tif
LT0078_25,O16,50,352,negative control,,LT0078_25_352,1,1,LT0078_25/LT0078_25_352_50.tif
LT0078_25,P3,50,363,negative control,,LT0078_25_363,1,1,LT0078_25/LT0078_25_363_50.tif
LT0078_25,P21,50,381,positive control,COPB,LT0078_25_381,1,1,LT0078_25/LT0078_25_381_50.tif
LT0078_25,P24,50,384,positive control,COPB,LT0078_25_384,1,1,LT0078_25/LT0078_25_384_50.tif
LT0079_05,A1,50,1,positive control,ENSG00000149503,LT0079_05_1,1,1,LT0079_05/LT0079_05_1_50.tif
LT0079_05,A4,50,4,positive control,ENSG00000149503,LT0079_05_4,1,1,LT0079_05/LT0079_05_4_50.tif
LT0079_05,A15,50,15,negative control,,LT0079_05_15,1,1,LT0079_05/LT0079_05_15_50.tif
LT0079_05,B2,50,26,negative control,,LT0079_05_26,1,1,LT0079_05/LT0079_05_26_50.tif
LT0079_05,C1,50,49,positive control,ENSG00000149503,LT0079_05_49,1,1,LT0079_05/LT0079_05_49_50.tif
LT0079_05,C4,50,52,positive control,ENSG00000149503,LT0079_05_52,1,1,LT0079_05/LT0079_05_52_50.tif
LT0079_05,C15,50,63,negative control,,LT0079_05_63,1,1,LT0079_05/LT0079_05_63_50.tif
LT0079_05,D2,50,74,negative control,,LT0079_05_74,1,1,LT0079_05/LT0079_05_74_50.tif
LT0079_05,M16,50,304,negative control,,LT0079_05_304,1,1,LT0079_05/LT0079_05_304_50.tif
LT0079_05,N3,50,315,negative control,,LT0079_05_315,1,1,LT0079_05/LT0079_05_315_50.tif
LT0079_05,N21,50,333,positive control,COPB,LT0079_05_333,1,1,LT0079_05/LT0079_05_333_50.tif
LT0079_05,N24,50,336,positive control,COPB,LT0079_05_336,1,1,LT0079_05/LT0079_05_336_50.tif
LT0079_05,O16,50,352,negative control,,LT0079_05_352,1,1,LT0079_05/LT0079_05_352_50.tif
LT0079_05,P3,50,363,negative control,,LT0079_05_363,1,1,LT0079_05/LT0079_05_363_50.tif
LT0079_05,P21,50,381,positive control,COPB,LT0079_05_381,1,1,LT0079_05/LT0079_05_381_50.tif
LT0079_05,P24,50,384,positive control,COPB,LT0079_05_384,1,1,LT0079_05/LT0079_05_384_50.tif
LT0079_13,A1,50,1,positive control,ENSG00000149503,LT0079_13_1,1,1,LT0079_13/LT0079_13_1_50.tif
LT0079_13,A4,50,4,positive control,ENSG00000149503,LT0079_13_4,1,1,LT0079_13/LT0079_13_4_50.tif
LT0079_13,A15,50,15,negative control,,LT0079_13_15,1,1,LT0079_13/LT0079_13_15_50.tif
LT0079_13,B2,50,26,negative control,,LT0079_13_26,1,1,LT0079_13/LT0079_13_26_50.tif
LT0079_13,C1,50,49,positive control,ENSG00000149503,LT0079_13_49,1,1,LT0079_13/LT0079_13_49_50.tif
LT0079_13,C4,50,52,positive control,ENSG00000149503,LT0079_13_52,1,1,LT0079_13/LT0079_13_52_50.tif
LT0079_13,C15,50,63,negative control,,LT0079_13_63,1,1,LT0079_13/LT0079_13_63_50.tif
LT0079_13,D2,50,74,negative control,,LT0079_13_74,1,1,LT0079_13/LT0079_13_74_50.tif
LT0079_13,M16,50,304,negative control,,LT0079_13_304,1,1,LT0079_13/LT0079_13_304_50.tif
LT0079_13,N3,50,315,negative control,,LT0079_13_315,1,1,LT0079_13/LT0079_13_315_50.tif
LT0079_13,N21,50,333,positive control,COPB,LT0079_13_333,1,1,LT0079_13/LT0079_13_333_50.tif
LT0079_13,N24,50,336,positive control,COPB,LT0079_13_336,1,1,LT0079_13/LT0079_13_336_50.tif
LT0079_13,O16,50,352,negative control,,LT0079_13_352,1,1,LT0079_13/LT0079_13_352_50.tif
LT0079_13,P3,50,363,negative control,,LT0079_13_363,1,1,LT0079_13/LT0079_13_363_50.tif
LT0079_13,P21,50,381,positive control,COPB,LT0079_13_381,1,1,LT0079_13/LT0079_13_381_50.tif
LT0079_13,P24,50,384,positive control,COPB,LT0079_13_384,1,1,LT0079_13/LT0079_13_384_50.tif
LT0079_38,A4,50,4,positive control,ENSG00000149503,LT0079_38_4,1,1,LT0079_38/LT0079_38_4_50.tif
LT0079_38,A15,50,15,negative control,,LT0079_38_15,1,1,LT0079_38/LT0079_38_15_50.tif
LT0079_38,B2,50,26,negative control,,LT0079_38_26,1,1,LT0079_38/LT0079_38_26_50.tif
LT0079_38,C1,50,49,positive control,ENSG00000149503,LT0079_38_49,1,1,LT0079_38/LT0079_38_49_50.tif
LT0079_38,C15,50,63,negative control,,LT0079_38_63,1,1,LT0079_38/LT0079_38_63_50.tif
LT0079_38,D2,50,74,negative control,,LT0079_38_74,1,1,LT0079_38/LT0079_38_74_50.tif
LT0079_38,M16,50,304,negative control,,LT0079_38_304,1,1,LT0079_38/LT0079_38_304_50.tif
LT0079_38,N3,50,315,negative control,,LT0079_38_315,1,1,LT0079_38/LT0079_38_315_50.tif
LT0079_38,N21,50,333,positive control,COPB,LT0079_38_333,1,1,LT0079_38/LT0079_38_333_50.tif
LT0079_38,N24,50,336,positive control,COPB,LT0079_38_336,1,1,LT0079_38/LT0079_38_336_50.tif
LT0079_38,O16,50,352,negative control,,LT0079_38_352,1,1,LT0079_38/LT0079_38_352_50.tif
LT0079_38,P3,50,363,negative control,,LT0079_38_363,1,1,LT0079_38/LT0079_38_363_50.tif
LT0079_38,P21,50,381,positive control,COPB,LT0079_38_381,1,1,LT0079_38/LT0079_38_381_50.tif
LT0079_38,P24,50,384,positive control,COPB,LT0079_38_384,1,1,LT0079_38/LT0079_38_384_50.tif
LT0080_01,A1,50,1,positive control,ENSG00000149503,LT0080_01_1,1,1,LT0080_01/LT0080_01_1_50.tif
LT0080_01,A4,50,4,positive control,ENSG00000149503,LT0080_01_4,1,1,LT0080_01/LT0080_01_4_50.tif
LT0080_01,A15,50,15,negative control,,LT0080_01_15,1,1,LT0080_01/LT0080_01_15_50.tif
LT0080_01,B2,50,26,negative control,,LT0080_01_26,1,1,LT0080_01/LT0080_01_26_50.tif
LT0080_01,C1,50,49,positive control,ENSG00000149503,LT0080_01_49,1,1,LT0080_01/LT0080_01_49_50.tif
LT0080_01,C4,50,52,positive control,ENSG00000149503,LT0080_01_52,1,1,LT0080_01/LT0080_01_52_50.tif
LT0080_01,C15,50,63,negative control,,LT0080_01_63,1,1,LT0080_01/LT0080_01_63_50.tif
LT0080_01,D2,50,74,negative control,,LT0080_01_74,1,1,LT0080_01/LT0080_01_74_50.tif
LT0080_01,M16,50,304,negative control,,LT0080_01_304,1,1,LT0080_01/LT0080_01_304_50.tif
LT0080_01,N3,50,315,negative control,,LT0080_01_315,1,1,LT0080_01/LT0080_01_315_50.tif
LT0080_01,N21,50,333,positive control,COPB,LT0080_01_333,1,1,LT0080_01/LT0080_01_333_50.tif
LT0080_01,N24,50,336,positive control,COPB,LT0080_01_336,1,1,LT0080_01/LT0080_01_336_50.tif
LT0080_01,O16,50,352,negative control,,LT0080_01_352,1,1,LT0080_01/LT0080_01_352_50.tif
LT0080_01,P3,50,363,negative control,,LT0080_01_363,1,1,LT0080_01/LT0080_01_363_50.tif
LT0080_01,P21,50,381,positive control,COPB,LT0080_01_381,1,1,LT0080_01/LT0080_01_381_50.tif
LT0080_01,P24,50,384,positive control,COPB,LT0080_01_384,1,1,LT0080_01/LT0080_01_384_50.tif
LT0080_02,A1,50,1,positive control,ENSG00000149503,LT0080_02_1,1,1,LT0080_02/LT0080_02_1_50.tif
LT0080_02,A4,50,4,positive control,ENSG00000149503,LT0080_02_4,1,1,LT0080_02/LT0080_02_4_50.tif
LT0080_02,A15,50,15,negative control,,LT0080_02_15,1,1,LT0080_02/LT0080_02_15_50.tif
LT0080_02,B2,50,26,negative control,,LT0080_02_26,1,1,LT0080_02/LT0080_02_26_50.tif
LT0080_02,C1,50,49,positive control,ENSG00000149503,LT0080_02_49,1,1,LT0080_02/LT0080_02_49_50.tif
LT0080_02,C4,50,52,positive control,ENSG00000149503,LT0080_02_52,1,1,LT0080_02/LT0080_02_52_50.tif
LT0080_02,C15,50,63,negative control,,LT0080_02_63,1,1,LT0080_02/LT0080_02_63_50.tif
LT0080_02,D2,50,74,negative control,,LT0080_02_74,1,1,LT0080_02/LT0080_02_74_50.tif
LT0080_02,M16,50,304,negative control,,LT0080_02_304,1,1,LT0080_02/LT0080_02_304_50.tif
LT0080_02,N3,50,315,negative control,,LT0080_02_315,1,1,LT0080_02/LT0080_02_315_50.tif
LT0080_02,N21,50,333,positive control,COPB,LT0080_02_333,1,1,LT0080_02/LT0080_02_333_50.tif
LT0080_02,N24,50,336,positive control,COPB,LT0080_02_336,1,1,LT0080_02/LT0080_02_336_50.tif
LT0080_02,O16,50,352,negative control,,LT0080_02_352,1,1,LT0080_02/LT0080_02_352_50.tif
LT0080_02,P3,50,363,negative control,,LT0080_02_363,1,1,LT0080_02/LT0080_02_363_50.tif
LT0080_02,P21,50,381,positive control,COPB,LT0080_02_381,1,1,LT0080_02/LT0080_02_381_50.tif
LT0080_02,P24,50,384,positive control,COPB,LT0080_02_384,1,1,LT0080_02/LT0080_02_384_50.tif
LT0080_37,A1,50,1,positive control,ENSG00000149503,LT0080_37_1,1,1,LT0080_37/LT0080_37_1_50.tif
LT0080_37,A4,50,4,positive control,ENSG00000149503,LT0080_37_4,1,1,LT0080_37/LT0080_37_4_50.tif
LT0080_37,A15,50,15,negative control,,LT0080_37_15,1,1,LT0080_37/LT0080_37_15_50.tif
LT0080_37,B2,50,26,negative control,,LT0080_37_26,1,1,LT0080_37/LT0080_37_26_50.tif
LT0080_37,C1,50,49,positive control,ENSG00000149503,LT0080_37_49,1,1,LT0080_37/LT0080_37_49_50.tif
LT0080_37,C4,50,52,positive control,ENSG00000149503,LT0080_37_52,1,1,LT0080_37/LT0080_37_52_50.tif
LT0080_37,C15,50,63,negative control,,LT0080_37_63,1,1,LT0080_37/LT0080_37_63_50.tif
LT0080_37,D2,50,74,negative control,,LT0080_37_74,1,1,LT0080_37/LT0080_37_74_50.tif
LT0080_37,M16,50,304,negative control,,LT0080_37_304,1,1,LT0080_37/LT0080_37_304_50.tif
LT0080_37,N3,50,315,negative control,,LT0080_37_315,1,1,LT0080_37/LT0080_37_315_50.tif
LT0080_37,N21,50,333,positive control,COPB,LT0080_37_333,1,1,LT0080_37/LT0080_37_333_50.tif
LT0080_37,N24,50,336,positive control,COPB,LT0080_37_336,1,1,LT0080_37/LT0080_37_336_50.tif
LT0080_37,O16,50,352,negative control,,LT0080_37_352,1,1,LT0080_37/LT0080_37_352_50.tif
LT0080_37,P3,50,363,negative control,,LT0080_37_363,1,1,LT0080_37/LT0080_37_363_50.tif
LT0080_37,P21,50,381,positive control,COPB,LT0080_37_381,1,1,LT0080_37/LT0080_37_381_50.tif
LT0080_37,P24,50,384,positive control,COPB,LT0080_37_384,1,1,LT0080_37/LT0080_37_384_50.tif
LT0080_47,A1,50,1,positive control,ENSG00000149503,LT0080_47_1,1,1,LT0080_47/LT0080_47_1_50.tif
LT0080_47,A4,50,4,positive control,ENSG00000149503,LT0080_47_4,1,1,LT0080_47/LT0080_47_4_50.tif
LT0080_47,A15,50,15,negative control,,LT0080_47_15,1,1,LT0080_47/LT0080_47_15_50.tif
LT0080_47,B2,50,26,negative control,,LT0080_47_26,1,1,LT0080_47/LT0080_47_26_50.tif
LT0080_47,C1,50,49,positive control,ENSG00000149503,LT0080_47_49,1,1,LT0080_47/LT0080_47_49_50.tif
LT0080_47,C4,50,52,positive control,ENSG00000149503,LT0080_47_52,1,1,LT0080_47/LT0080_47_52_50.tif
LT0080_47,D2,50,74,negative control,,LT0080_47_74,1,1,LT0080_47/LT0080_47_74_50.tif
LT0080_47,M16,50,304,negative control,,LT0080_47_304,1,1,LT0080_47/LT0080_47_304_50.tif
LT0080_47,N3,50,315,negative control,,LT0080_47_315,1,1,LT0080_47/LT0080_47_315_50.tif
LT0080_47,N21,50,333,positive control,COPB,LT0080_47_333,1,1,LT0080_47/LT0080_47_333_50.tif
LT0080_47,N24,50,336,positive control,COPB,LT0080_47_336,1,1,LT0080_47/LT0080_47_336_50.tif
LT0080_47,O16,50,352,negative control,,LT0080_47_352,1,1,LT0080_47/LT0080_47_352_50.tif
LT0080_47,P3,50,363,negative control,,LT0080_47_363,1,1,LT0080_47/LT0080_47_363_50.tif
LT0080_47,P21,50,381,positive control,COPB,LT0080_47_381,1,1,LT0080_47/LT0080_47_381_50.tif
LT0080_47,P24,50,384,positive control,COPB,LT0080_47_384,1,1,LT0080_47/LT0080_47_384_50.tif
LT0081_02,A1,50,1,positive control,ENSG00000149503,LT0081_02_1,1,1,LT0081_02/LT0081_02_1_50.tif
LT0081_02,A4,50,4,positive control,ENSG00000149503,LT0081_02_4,1,1,LT0081_02/LT0081_02_4_50.tif
LT0081_02,A15,50,15,negative control,,LT0081_02_15,1,1,LT0081_02/LT0081_02_15_50.tif
LT0081_02,B2,50,26,negative control,,LT0081_02_26,1,1,LT0081_02/LT0081_02_26_50.tif
LT0081_02,C1,50,49,positive control,ENSG00000149503,LT0081_02_49,1,1,LT0081_02/LT0081_02_49_50.tif
LT0081_02,C4,50,52,positive control,ENSG00000149503,LT0081_02_52,1,1,LT0081_02/LT0081_02_52_50.tif
LT0081_02,C15,50,63,negative control,,LT0081_02_63,1,1,LT0081_02/LT0081_02_63_50.tif
LT0081_02,D2,50,74,negative control,,LT0081_02_74,1,1,LT0081_02/LT0081_02_74_50.tif
LT0081_02,M16,50,304,negative control,,LT0081_02_304,1,1,LT0081_02/LT0081_02_304_50.tif
LT0081_02,N3,50,315,negative control,,LT0081_02_315,1,1,LT0081_02/LT0081_02_315_50.tif
LT0081_02,N21,50,333,positive control,COPB,LT0081_02_333,1,1,LT0081_02/LT0081_02_333_50.tif
LT0081_02,N24,50,336,positive control,COPB,LT0081_02_336,1,1,LT0081_02/LT0081_02_336_50.tif
LT0081_02,O16,50,352,negative control,,LT0081_02_352,1,1,LT0081_02/LT0081_02_352_50.tif
LT0081_02,P3,50,363,negative control,,LT0081_02_363,1,1,LT0081_02/LT0081_02_363_50.tif
LT0081_02,P21,50,381,positive control,COPB,LT0081_02_381,1,1,LT0081_02/LT0081_02_381_50.tif
LT0081_02,P24,50,384,positive control,COPB,LT0081_02_384,1,1,LT0081_02/LT0081_02_384_50.tif
LT0081_09,A1,50,1,positive control,ENSG00000149503,LT0081_09_1,1,1,LT0081_09/LT0081_09_1_50.tif
LT0081_09,A15,50,15,negative control,,LT0081_09_15,1,1,LT0081_09/LT0081_09_15_50.tif
LT0081_09,B2,50,26,negative control,,LT0081_09_26,1,1,LT0081_09/LT0081_09_26_50.tif
LT0081_09,C15,50,63,negative control,,LT0081_09_63,1,1,LT0081_09/LT0081_09_63_50.tif
LT0081_09,D2,50,74,negative control,,LT0081_09_74,1,1,LT0081_09/LT0081_09_74_50.tif
LT0081_09,M16,50,304,negative control,,LT0081_09_304,1,1,LT0081_09/LT0081_09_304_50.tif
LT0081_09,N3,50,315,negative control,,LT0081_09_315,1,1,LT0081_09/LT0081_09_315_50.tif
LT0081_09,N21,50,333,positive control,COPB,LT0081_09_333,1,1,LT0081_09/LT0081_09_333_50.tif
LT0081_09,N24,50,336,positive control,COPB,LT0081_09_336,1,1,LT0081_09/LT0081_09_336_50.tif
LT0081_09,O16,50,352,negative control,,LT0081_09_352,1,1,LT0081_09/LT0081_09_352_50.tif
LT0081_09,P3,50,363,negative control,,LT0081_09_363,1,1,LT0081_09/LT0081_09_363_50.tif
LT0081_09,P24,50,384,positive control,COPB,LT0081_09_384,1,1,LT0081_09/LT0081_09_384_50.tif
LT0081_11,A1,50,1,positive control,ENSG00000149503,LT0081_11_1,1,1,LT0081_11/LT0081_11_1_50.tif
LT0081_11,A4,50,4,positive control,ENSG00000149503,LT0081_11_4,1,1,LT0081_11/LT0081_11_4_50.tif
LT0081_11,A15,50,15,negative control,,LT0081_11_15,1,1,LT0081_11/LT0081_11_15_50.tif
LT0081_11,B2,50,26,negative control,,LT0081_11_26,1,1,LT0081_11/LT0081_11_26_50.tif
LT0081_11,C1,50,49,positive control,ENSG00000149503,LT0081_11_49,1,1,LT0081_11/LT0081_11_49_50.tif
LT0081_11,C4,50,52,positive control,ENSG00000149503,LT0081_11_52,1,1,LT0081_11/LT0081_11_52_50.tif
LT0081_11,C15,50,63,negative control,,LT0081_11_63,1,1,LT0081_11/LT0081_11_63_50.tif
LT0081_11,D2,50,74,negative control,,LT0081_11_74,1,1,LT0081_11/LT0081_11_74_50.tif
LT0081_11,M16,50,304,negative control,,LT0081_11_304,1,1,LT0081_11/LT0081_11_304_50.tif
LT0081_11,N3,50,315,negative control,,LT0081_11_315,1,1,LT0081_11/LT0081_11_315_50.tif
LT0081_11,N21,50,333,positive control,COPB,LT0081_11_333,1,1,LT0081_11/LT0081_11_333_50.tif
LT0081_11,N24,50,336,positive control,COPB,LT0081_11_336,1,1,LT0081_11/LT0081_11_336_50.tif
LT0081_11,O16,50,352,negative control,,LT0081_11_352,1,1,LT0081_11/LT0081_11_352_50.tif
LT0081_11,P3,50,363,negative control,,LT0081_11_363,1,1,LT0081_11/LT0081_11_363_50.tif
LT0081_11,P21,50,381,positive control,COPB,LT0081_11_381,1,1,LT0081_11/LT0081_11_381_50.tif
LT0081_11,P24,50,384,positive control,COPB,LT0081_11_384,1,1,LT0081_11/LT0081_11_384_50.tif
LT0082_04,A1,50,1,positive control,ENSG00000149503,LT0082_04_1,1,1,LT0082_04/LT0082_04_1_50.tif
LT0082_04,A4,50,4,positive control,ENSG00000149503,LT0082_04_4,1,1,LT0082_04/LT0082_04_4_50.tif
LT0082_04,A15,50,15,negative control,,LT0082_04_15,1,1,LT0082_04/LT0082_04_15_50.tif
LT0082_04,B2,50,26,negative control,,LT0082_04_26,1,1,LT0082_04/LT0082_04_26_50.tif
LT0082_04,C1,50,49,positive control,ENSG00000149503,LT0082_04_49,1,1,LT0082_04/LT0082_04_49_50.tif
LT0082_04,C4,50,52,positive control,ENSG00000149503,LT0082_04_52,1,1,LT0082_04/LT0082_04_52_50.tif
LT0082_04,C15,50,63,negative control,,LT0082_04_63,1,1,LT0082_04/LT0082_04_63_50.tif
LT0082_04,D2,50,74,negative control,,LT0082_04_74,1,1,LT0082_04/LT0082_04_74_50.tif
LT0082_04,M16,50,304,negative control,,LT0082_04_304,1,1,LT0082_04/LT0082_04_304_50.tif
LT0082_04,N3,50,315,negative control,,LT0082_04_315,1,1,LT0082_04/LT0082_04_315_50.tif
LT0082_04,N21,50,333,positive control,COPB,LT0082_04_333,1,1,LT0082_04/LT0082_04_333_50.tif
LT0082_04,N24,50,336,positive control,COPB,LT0082_04_336,1,1,LT0082_04/LT0082_04_336_50.tif
LT0082_04,O16,50,352,negative control,,LT0082_04_352,1,1,LT0082_04/LT0082_04_352_50.tif
LT0082_04,P3,50,363,negative control,,LT0082_04_363,1,1,LT0082_04/LT0082_04_363_50.tif
LT0082_04,P21,50,381,positive control,COPB,LT0082_04_381,1,1,LT0082_04/LT0082_04_381_50.tif
LT0082_04,P24,50,384,positive control,COPB,LT0082_04_384,1,1,LT0082_04/LT0082_04_384_50.tif
LT0082_11,A1,50,1,positive control,ENSG00000149503,LT0082_11_1,1,1,LT0082_11/LT0082_11_1_50.tif
LT0082_11,A4,50,4,positive control,ENSG00000149503,LT0082_11_4,1,1,LT0082_11/LT0082_11_4_50.tif
LT0082_11,A15,50,15,negative control,,LT0082_11_15,1,1,LT0082_11/LT0082_11_15_50.tif
LT0082_11,B2,50,26,negative control,,LT0082_11_26,1,1,LT0082_11/LT0082_11_26_50.tif
LT0082_11,C1,50,49,positive control,ENSG00000149503,LT0082_11_49,1,1,LT0082_11/LT0082_11_49_50.tif
LT0082_11,C4,50,52,positive control,ENSG00000149503,LT0082_11_52,1,1,LT0082_11/LT0082_11_52_50.tif
LT0082_11,C15,50,63,negative control,,LT0082_11_63,1,1,LT0082_11/LT0082_11_63_50.tif
LT0082_11,D2,50,74,negative control,,LT0082_11_74,1,1,LT0082_11/LT0082_11_74_50.tif
LT0082_11,M16,50,304,negative control,,LT0082_11_304,1,1,LT0082_11/LT0082_11_304_50.tif
LT0082_11,N3,50,315,negative control,,LT0082_11_315,1,1,LT0082_11/LT0082_11_315_50.tif
LT0082_11,N21,50,333,positive control,COPB,LT0082_11_333,1,1,LT0082_11/LT0082_11_333_50.tif
LT0082_11,N24,50,336,positive control,COPB,LT0082_11_336,1,1,LT0082_11/LT0082_11_336_50.tif
LT0082_11,O16,50,352,negative control,,LT0082_11_352,1,1,LT0082_11/LT0082_11_352_50.tif
LT0082_11,P3,50,363,negative control,,LT0082_11_363,1,1,LT0082_11/LT0082_11_363_50.tif
LT0082_11,P21,50,381,positive control,COPB,LT0082_11_381,1,1,LT0082_11/LT0082_11_381_50.tif
