Plate,Well,Frames,Well Number,Control Type,Original Gene Target,Plate_Map_Name,Gene_Replicate,Site,DNA
LT0029_06,C4,50,52,positive control,ENSG00000149503,LT0029_06_52,1,1,LT0029_06/LT0029_06_52_50.tif
LT0029_06,C15,50,63,negative control,negative control,LT0029_06_63,1,1,LT0029_06/LT0029_06_63_50.tif
LT0029_06,D2,50,74,negative control,negative control,LT0029_06_74,1,1,LT0029_06/LT0029_06_74_50.tif
LT0029_06,M16,50,304,negative control,negative control,LT0029_06_304,1,1,LT0029_06/LT0029_06_304_50.tif
LT0029_06,N3,50,315,negative control,negative control,LT0029_06_315,1,1,LT0029_06/LT0029_06_315_50.tif
LT0029_06,O16,50,352,negative control,negative control,LT0029_06_352,1,1,LT0029_06/LT0029_06_352_50.tif
LT0030_03,A1,50,1,positive control,ENSG00000149503,LT0030_03_1,1,1,LT0030_03/LT0030_03_1_50.tif
LT0030_03,A4,50,4,positive control,ENSG00000149503,LT0030_03_4,1,1,LT0030_03/LT0030_03_4_50.tif
LT0030_03,A15,50,15,negative control,negative control,LT0030_03_15,1,1,LT0030_03/LT0030_03_15_50.tif
LT0030_03,B2,50,26,negative control,negative control,LT0030_03_26,1,1,LT0030_03/LT0030_03_26_50.tif
LT0030_03,C1,50,49,positive control,ENSG00000149503,LT0030_03_49,1,1,LT0030_03/LT0030_03_49_50.tif
LT0030_03,C4,50,52,positive control,ENSG00000149503,LT0030_03_52,1,1,LT0030_03/LT0030_03_52_50.tif
LT0030_03,C15,50,63,negative control,negative control,LT0030_03_63,1,1,LT0030_03/LT0030_03_63_50.tif
LT0030_03,D2,50,74,negative control,negative control,LT0030_03_74,1,1,LT0030_03/LT0030_03_74_50.tif
LT0030_03,M16,50,304,negative control,negative control,LT0030_03_304,1,1,LT0030_03/LT0030_03_304_50.tif
LT0030_03,N3,50,315,negative control,negative control,LT0030_03_315,1,1,LT0030_03/LT0030_03_315_50.tif
LT0030_03,O16,50,352,negative control,negative control,LT0030_03_352,1,1,LT0030_03/LT0030_03_352_50.tif
LT0030_04,A1,50,1,positive control,ENSG00000149503,LT0030_04_1,1,1,LT0030_04/LT0030_04_1_50.tif
LT0030_04,A4,50,4,positive control,ENSG00000149503,LT0030_04_4,1,1,LT0030_04/LT0030_04_4_50.tif
LT0030_04,A15,50,15,negative control,negative control,LT0030_04_15,1,1,LT0030_04/LT0030_04_15_50.tif
LT0030_04,B2,50,26,negative control,negative control,LT0030_04_26,1,1,LT0030_04/LT0030_04_26_50.tif
LT0030_04,C1,50,49,positive control,ENSG00000149503,LT0030_04_49,1,1,LT0030_04/LT0030_04_49_50.tif
LT0030_04,C4,50,52,positive control,ENSG00000149503,LT0030_04_52,1,1,LT0030_04/LT0030_04_52_50.tif
LT0030_04,C15,50,63,negative control,negative control,LT0030_04_63,1,1,LT0030_04/LT0030_04_63_50.tif
LT0030_04,D2,50,74,negative control,negative control,LT0030_04_74,1,1,LT0030_04/LT0030_04_74_50.tif
LT0030_04,M16,50,304,negative control,negative control,LT0030_04_304,1,1,LT0030_04/LT0030_04_304_50.tif
LT0030_04,N3,50,315,negative control,negative control,LT0030_04_315,1,1,LT0030_04/LT0030_04_315_50.tif
LT0030_04,O16,50,352,negative control,negative control,LT0030_04_352,1,1,LT0030_04/LT0030_04_352_50.tif
LT0030_17,A1,50,1,positive control,ENSG00000149503,LT0030_17_1,1,1,LT0030_17/LT0030_17_1_50.tif
LT0030_17,A4,50,4,positive control,ENSG00000149503,LT0030_17_4,1,1,LT0030_17/LT0030_17_4_50.tif
LT0030_17,A15,50,15,negative control,negative control,LT0030_17_15,1,1,LT0030_17/LT0030_17_15_50.tif
LT0030_17,B2,50,26,negative control,negative control,LT0030_17_26,1,1,LT0030_17/LT0030_17_26_50.tif
LT0030_17,C1,50,49,positive control,ENSG00000149503,LT0030_17_49,1,1,LT0030_17/LT0030_17_49_50.tif
LT0030_17,C4,50,52,positive control,ENSG00000149503,LT0030_17_52,1,1,LT0030_17/LT0030_17_52_50.tif
LT0030_17,C15,50,63,negative control,negative control,LT0030_17_63,1,1,LT0030_17/LT0030_17_63_50.tif
LT0030_17,D2,50,74,negative control,negative control,LT0030_17_74,1,1,LT0030_17/LT0030_17_74_50.tif
LT0030_17,M16,50,304,negative control,negative control,LT0030_17_304,1,1,LT0030_17/LT0030_17_304_50.tif
LT0030_17,N3,50,315,negative control,negative control,LT0030_17_315,1,1,LT0030_17/LT0030_17_315_50.tif
LT0030_17,O16,50,352,negative control,negative control,LT0030_17_352,1,1,LT0030_17/LT0030_17_352_50.tif
LT0030_18,A1,50,1,positive control,ENSG00000149503,LT0030_18_1,1,1,LT0030_18/LT0030_18_1_50.tif
LT0030_18,A4,50,4,positive control,ENSG00000149503,LT0030_18_4,1,1,LT0030_18/LT0030_18_4_50.tif
LT0030_18,A15,50,15,negative control,negative control,LT0030_18_15,1,1,LT0030_18/LT0030_18_15_50.tif
LT0030_18,B2,50,26,negative control,negative control,LT0030_18_26,1,1,LT0030_18/LT0030_18_26_50.tif
LT0030_18,C1,50,49,positive control,ENSG00000149503,LT0030_18_49,1,1,LT0030_18/LT0030_18_49_50.tif
LT0030_18,C4,50,52,positive control,ENSG00000149503,LT0030_18_52,1,1,LT0030_18/LT0030_18_52_50.tif
LT0030_18,C15,50,63,negative control,negative control,LT0030_18_63,1,1,LT0030_18/LT0030_18_63_50.tif
LT0030_18,D2,50,74,negative control,negative control,LT0030_18_74,1,1,LT0030_18/LT0030_18_74_50.tif
LT0030_18,M16,50,304,negative control,negative control,LT0030_18_304,1,1,LT0030_18/LT0030_18_304_50.tif
LT0030_18,N3,50,315,negative control,negative control,LT0030_18_315,1,1,LT0030_18/LT0030_18_315_50.tif
LT0030_18,O16,50,352,negative control,negative control,LT0030_18_352,1,1,LT0030_18/LT0030_18_352_50.tif
LT0031_02,A1,50,1,positive control,ENSG00000149503,LT0031_02_1,1,1,LT0031_02/LT0031_02_1_50.tif
LT0031_02,A4,50,4,positive control,ENSG00000149503,LT0031_02_4,1,1,LT0031_02/LT0031_02_4_50.tif
LT0031_02,A15,50,15,negative control,negative control,LT0031_02_15,1,1,LT0031_02/LT0031_02_15_50.tif
LT0031_02,B2,50,26,negative control,negative control,LT0031_02_26,1,1,LT0031_02/LT0031_02_26_50.tif
LT0031_02,C1,50,49,positive control,ENSG00000149503,LT0031_02_49,1,1,LT0031_02/LT0031_02_49_50.tif
LT0031_02,C4,50,52,positive control,ENSG00000149503,LT0031_02_52,1,1,LT0031_02/LT0031_02_52_50.tif
LT0031_02,C15,50,63,negative control,negative control,LT0031_02_63,1,1,LT0031_02/LT0031_02_63_50.tif
LT0031_02,D2,50,74,negative control,negative control,LT0031_02_74,1,1,LT0031_02/LT0031_02_74_50.tif
LT0031_02,M16,50,304,negative control,negative control,LT0031_02_304,1,1,LT0031_02/LT0031_02_304_50.tif
LT0031_02,N3,50,315,negative control,negative control,LT0031_02_315,1,1,LT0031_02/LT0031_02_315_50.tif
LT0031_02,O16,50,352,negative control,negative control,LT0031_02_352,1,1,LT0031_02/LT0031_02_352_50.tif
LT0031_32,A1,50,1,positive control,ENSG00000149503,LT0031_32_1,1,1,LT0031_32/LT0031_32_1_50.tif
LT0031_32,A4,50,4,positive control,ENSG00000149503,LT0031_32_4,1,1,LT0031_32/LT0031_32_4_50.tif
LT0031_32,A15,50,15,negative control,negative control,LT0031_32_15,1,1,LT0031_32/LT0031_32_15_50.tif
LT0031_32,B2,50,26,negative control,negative control,LT0031_32_26,1,1,LT0031_32/LT0031_32_26_50.tif
LT0031_32,C1,50,49,positive control,ENSG00000149503,LT0031_32_49,1,1,LT0031_32/LT0031_32_49_50.tif
LT0031_32,C4,50,52,positive control,ENSG00000149503,LT0031_32_52,1,1,LT0031_32/LT0031_32_52_50.tif
LT0031_32,C15,50,63,negative control,negative control,LT0031_32_63,1,1,LT0031_32/LT0031_32_63_50.tif
LT0031_32,D2,50,74,negative control,negative control,LT0031_32_74,1,1,LT0031_32/LT0031_32_74_50.tif
LT0031_32,M16,50,304,negative control,negative control,LT0031_32_304,1,1,LT0031_32/LT0031_32_304_50.tif
LT0031_32,N3,50,315,negative control,negative control,LT0031_32_315,1,1,LT0031_32/LT0031_32_315_50.tif
LT0031_32,O16,50,352,negative control,negative control,LT0031_32_352,1,1,LT0031_32/LT0031_32_352_50.tif
LT0031_50,A1,50,1,positive control,ENSG00000149503,LT0031_50_1,1,1,LT0031_50/LT0031_50_1_50.tif
LT0031_50,A4,50,4,positive control,ENSG00000149503,LT0031_50_4,1,1,LT0031_50/LT0031_50_4_50.tif
LT0031_50,A15,50,15,negative control,negative control,LT0031_50_15,1,1,LT0031_50/LT0031_50_15_50.tif
LT0031_50,B2,50,26,negative control,negative control,LT0031_50_26,1,1,LT0031_50/LT0031_50_26_50.tif
LT0031_50,C1,50,49,positive control,ENSG00000149503,LT0031_50_49,1,1,LT0031_50/LT0031_50_49_50.tif
LT0031_50,C4,50,52,positive control,ENSG00000149503,LT0031_50_52,1,1,LT0031_50/LT0031_50_52_50.tif
LT0031_50,C15,50,63,negative control,negative control,LT0031_50_63,1,1,LT0031_50/LT0031_50_63_50.tif
LT0031_50,D2,50,74,negative control,negative control,LT0031_50_74,1,1,LT0031_50/LT0031_50_74_50.tif
LT0031_50,M16,50,304,negative control,negative control,LT0031_50_304,1,1,LT0031_50/LT0031_50_304_50.tif
LT0031_50,N3,50,315,negative control,negative control,LT0031_50_315,1,1,LT0031_50/LT0031_50_315_50.tif
LT0031_50,O16,50,352,negative control,negative control,LT0031_50_352,1,1,LT0031_50/LT0031_50_352_50.tif
LT0031_51,A1,50,1,positive control,ENSG00000149503,LT0031_51_1,1,1,LT0031_51/LT0031_51_1_50.tif
LT0031_51,A4,50,4,positive control,ENSG00000149503,LT0031_51_4,1,1,LT0031_51/LT0031_51_4_50.tif
LT0031_51,A15,50,15,negative control,negative control,LT0031_51_15,1,1,LT0031_51/LT0031_51_15_50.tif
LT0031_51,B2,50,26,negative control,negative control,LT0031_51_26,1,1,LT0031_51/LT0031_51_26_50.tif
LT0031_51,C1,50,49,positive control,ENSG00000149503,LT0031_51_49,1,1,LT0031_51/LT0031_51_49_50.tif
LT0031_51,C4,50,52,positive control,ENSG00000149503,LT0031_51_52,1,1,LT0031_51/LT0031_51_52_50.tif
LT0031_51,C15,50,63,negative control,negative control,LT0031_51_63,1,1,LT0031_51/LT0031_51_63_50.tif
LT0031_51,D2,50,74,negative control,negative control,LT0031_51_74,1,1,LT0031_51/LT0031_51_74_50.tif
LT0031_51,M16,50,304,negative control,negative control,LT0031_51_304,1,1,LT0031_51/LT0031_51_304_50.tif
LT0031_51,N3,50,315,negative control,negative control,LT0031_51_315,1,1,LT0031_51/LT0031_51_315_50.tif
LT0031_51,O16,50,352,negative control,negative control,LT0031_51_352,1,1,LT0031_51/LT0031_51_352_50.tif
LT0032_01,A1,50,1,positive control,ENSG00000149503,LT0032_01_1,1,1,LT0032_01/LT0032_01_1_50.tif
LT0032_01,A4,50,4,positive control,ENSG00000149503,LT0032_01_4,1,1,LT0032_01/LT0032_01_4_50.tif
LT0032_01,A15,50,15,negative control,negative control,LT0032_01_15,1,1,LT0032_01/LT0032_01_15_50.tif
LT0032_01,B2,50,26,negative control,negative control,LT0032_01_26,1,1,LT0032_01/LT0032_01_26_50.tif
LT0032_01,C1,50,49,positive control,ENSG00000149503,LT0032_01_49,1,1,LT0032_01/LT0032_01_49_50.tif
LT0032_01,C4,50,52,positive control,ENSG00000149503,LT0032_01_52,1,1,LT0032_01/LT0032_01_52_50.tif
LT0032_01,C15,50,63,negative control,negative control,LT0032_01_63,1,1,LT0032_01/LT0032_01_63_50.tif
LT0032_01,D2,50,74,negative control,negative control,LT0032_01_74,1,1,LT0032_01/LT0032_01_74_50.tif
LT0032_01,M16,50,304,negative control,negative control,LT0032_01_304,1,1,LT0032_01/LT0032_01_304_50.tif
LT0032_01,N3,50,315,negative control,negative control,LT0032_01_315,1,1,LT0032_01/LT0032_01_315_50.tif
LT0032_01,O16,50,352,negative control,negative control,LT0032_01_352,1,1,LT0032_01/LT0032_01_352_50.tif
LT0032_06,A4,50,4,positive control,ENSG00000149503,LT0032_06_4,1,1,LT0032_06/LT0032_06_4_50.tif
LT0032_06,A15,50,15,negative control,negative control,LT0032_06_15,1,1,LT0032_06/LT0032_06_15_50.tif
LT0032_06,B2,50,26,negative control,negative control,LT0032_06_26,1,1,LT0032_06/LT0032_06_26_50.tif
LT0032_06,C1,50,49,positive control,ENSG00000149503,LT0032_06_49,1,1,LT0032_06/LT0032_06_49_50.tif
LT0032_06,C4,50,52,positive control,ENSG00000149503,LT0032_06_52,1,1,LT0032_06/LT0032_06_52_50.tif
LT0032_06,C15,50,63,negative control,negative control,LT0032_06_63,1,1,LT0032_06/LT0032_06_63_50.tif
LT0032_06,D2,50,74,negative control,negative control,LT0032_06_74,1,1,LT0032_06/LT0032_06_74_50.tif
LT0032_06,M16,50,304,negative control,negative control,LT0032_06_304,1,1,LT0032_06/LT0032_06_304_50.tif
LT0032_06,N3,50,315,negative control,negative control,LT0032_06_315,1,1,LT0032_06/LT0032_06_315_50.tif
LT0032_06,O16,50,352,negative control,negative control,LT0032_06_352,1,1,LT0032_06/LT0032_06_352_50.tif
LT0032_14,A1,50,1,positive control,ENSG00000149503,LT0032_14_1,1,1,LT0032_14/LT0032_14_1_50.tif
LT0032_14,A4,50,4,positive control,ENSG00000149503,LT0032_14_4,1,1,LT0032_14/LT0032_14_4_50.tif
LT0032_14,A15,50,15,negative control,negative control,LT0032_14_15,1,1,LT0032_14/LT0032_14_15_50.tif
LT0032_14,B2,50,26,negative control,negative control,LT0032_14_26,1,1,LT0032_14/LT0032_14_26_50.tif
LT0032_14,C1,50,49,positive control,ENSG00000149503,LT0032_14_49,1,1,LT0032_14/LT0032_14_49_50.tif
LT0032_14,C4,50,52,positive control,ENSG00000149503,LT0032_14_52,1,1,LT0032_14/LT0032_14_52_50.tif
LT0032_14,C15,50,63,negative control,negative control,LT0032_14_63,1,1,LT0032_14/LT0032_14_63_50.tif
LT0032_14,D2,50,74,negative control,negative control,LT0032_14_74,1,1,LT0032_14/LT0032_14_74_50.tif
LT0032_14,M16,50,304,negative control,negative control,LT0032_14_304,1,1,LT0032_14/LT0032_14_304_50.tif
LT0032_14,N3,50,315,negative control,negative control,LT0032_14_315,1,1,LT0032_14/LT0032_14_315_50.tif
LT0032_14,O16,50,352,negative control,negative control,LT0032_14_352,1,1,LT0032_14/LT0032_14_352_50.tif
LT0033_03,A1,50,1,positive control,ENSG00000149503,LT0033_03_1,1,1,LT0033_03/LT0033_03_1_50.tif
LT0033_03,A4,50,4,positive control,ENSG00000149503,LT0033_03_4,1,1,LT0033_03/LT0033_03_4_50.tif
LT0033_03,A15,50,15,negative control,negative control,LT0033_03_15,1,1,LT0033_03/LT0033_03_15_50.tif
LT0033_03,B2,50,26,negative control,negative control,LT0033_03_26,1,1,LT0033_03/LT0033_03_26_50.tif
LT0033_03,C1,50,49,positive control,ENSG00000149503,LT0033_03_49,1,1,LT0033_03/LT0033_03_49_50.tif
LT0033_03,C4,50,52,positive control,ENSG00000149503,LT0033_03_52,1,1,LT0033_03/LT0033_03_52_50.tif
LT0033_03,C15,50,63,negative control,negative control,LT0033_03_63,1,1,LT0033_03/LT0033_03_63_50.tif
LT0033_03,D2,50,74,negative control,negative control,LT0033_03_74,1,1,LT0033_03/LT0033_03_74_50.tif
LT0033_03,M16,50,304,negative control,negative control,LT0033_03_304,1,1,LT0033_03/LT0033_03_304_50.tif
LT0033_03,N3,50,315,negative control,negative control,LT0033_03_315,1,1,LT0033_03/LT0033_03_315_50.tif
LT0033_03,O16,50,352,negative control,negative control,LT0033_03_352,1,1,LT0033_03/LT0033_03_352_50.tif
LT0033_11,A1,50,1,positive control,ENSG00000149503,LT0033_11_1,1,1,LT0033_11/LT0033_11_1_50.tif
LT0033_11,A4,50,4,positive control,ENSG00000149503,LT0033_11_4,1,1,LT0033_11/LT0033_11_4_50.tif
LT0033_11,A15,50,15,negative control,negative control,LT0033_11_15,1,1,LT0033_11/LT0033_11_15_50.tif
LT0033_11,B2,50,26,negative control,negative control,LT0033_11_26,1,1,LT0033_11/LT0033_11_26_50.tif
LT0033_11,C1,50,49,positive control,ENSG00000149503,LT0033_11_49,1,1,LT0033_11/LT0033_11_49_50.tif
LT0033_11,C4,50,52,positive control,ENSG00000149503,LT0033_11_52,1,1,LT0033_11/LT0033_11_52_50.tif
LT0033_11,C15,50,63,negative control,negative control,LT0033_11_63,1,1,LT0033_11/LT0033_11_63_50.tif
LT0033_11,D2,50,74,negative control,negative control,LT0033_11_74,1,1,LT0033_11/LT0033_11_74_50.tif
LT0033_11,M16,50,304,negative control,negative control,LT0033_11_304,1,1,LT0033_11/LT0033_11_304_50.tif
LT0033_11,N3,50,315,negative control,negative control,LT0033_11_315,1,1,LT0033_11/LT0033_11_315_50.tif
LT0033_11,O16,50,352,negative control,negative control,LT0033_11_352,1,1,LT0033_11/LT0033_11_352_50.tif
LT0033_42,A1,50,1,positive control,ENSG00000149503,LT0033_42_1,1,1,LT0033_42/LT0033_42_1_50.tif
LT0033_42,A4,50,4,positive control,ENSG00000149503,LT0033_42_4,1,1,LT0033_42/LT0033_42_4_50.tif
LT0033_42,A15,50,15,negative control,negative control,LT0033_42_15,1,1,LT0033_42/LT0033_42_15_50.tif
LT0033_42,B2,50,26,negative control,negative control,LT0033_42_26,1,1,LT0033_42/LT0033_42_26_50.tif
LT0033_42,C1,50,49,positive control,ENSG00000149503,LT0033_42_49,1,1,LT0033_42/LT0033_42_49_50.tif
LT0033_42,C4,50,52,positive control,ENSG00000149503,LT0033_42_52,1,1,LT0033_42/LT0033_42_52_50.tif
LT0033_42,C15,50,63,negative control,negative control,LT0033_42_63,1,1,LT0033_42/LT0033_42_63_50.tif
LT0033_42,D2,50,74,negative control,negative control,LT0033_42_74,1,1,LT0033_42/LT0033_42_74_50.tif
LT0033_42,M16,50,304,negative control,negative control,LT0033_42_304,1,1,LT0033_42/LT0033_42_304_50.tif
LT0033_42,N3,50,315,negative control,negative control,LT0033_42_315,1,1,LT0033_42/LT0033_42_315_50.tif
LT0033_42,O16,50,352,negative control,negative control,LT0033_42_352,1,1,LT0033_42/LT0033_42_352_50.tif
LT0034_01,A1,50,1,positive control,ENSG00000149503,LT0034_01_1,1,1,LT0034_01/LT0034_01_1_50.tif
LT0034_01,A4,50,4,positive control,ENSG00000149503,LT0034_01_4,1,1,LT0034_01/LT0034_01_4_50.tif
LT0034_01,A15,50,15,negative control,negative control,LT0034_01_15,1,1,LT0034_01/LT0034_01_15_50.tif
LT0034_01,B2,50,26,negative control,negative control,LT0034_01_26,1,1,LT0034_01/LT0034_01_26_50.tif
LT0034_01,C1,50,49,positive control,ENSG00000149503,LT0034_01_49,1,1,LT0034_01/LT0034_01_49_50.tif
LT0034_01,C4,50,52,positive control,ENSG00000149503,LT0034_01_52,1,1,LT0034_01/LT0034_01_52_50.tif
LT0034_01,C15,50,63,negative control,negative control,LT0034_01_63,1,1,LT0034_01/LT0034_01_63_50.tif
LT0034_01,D2,50,74,negative control,negative control,LT0034_01_74,1,1,LT0034_01/LT0034_01_74_50.tif
LT0034_01,M16,50,304,negative control,negative control,LT0034_01_304,1,1,LT0034_01/LT0034_01_304_50.tif
LT0034_01,N3,50,315,negative control,negative control,LT0034_01_315,1,1,LT0034_01/LT0034_01_315_50.tif
LT0034_01,O16,50,352,negative control,negative control,LT0034_01_352,1,1,LT0034_01/LT0034_01_352_50.tif
LT0034_38,A1,50,1,positive control,ENSG00000149503,LT0034_38_1,1,1,LT0034_38/LT0034_38_1_50.tif
LT0034_38,A4,50,4,positive control,ENSG00000149503,LT0034_38_4,1,1,LT0034_38/LT0034_38_4_50.tif
LT0034_38,A15,50,15,negative control,negative control,LT0034_38_15,1,1,LT0034_38/LT0034_38_15_50.tif
LT0034_38,B2,50,26,negative control,negative control,LT0034_38_26,1,1,LT0034_38/LT0034_38_26_50.tif
LT0034_38,C1,50,49,positive control,ENSG00000149503,LT0034_38_49,1,1,LT0034_38/LT0034_38_49_50.tif
LT0034_38,C4,50,52,positive control,ENSG00000149503,LT0034_38_52,1,1,LT0034_38/LT0034_38_52_50.tif
LT0034_38,C15,50,63,negative control,negative control,LT0034_38_63,1,1,LT0034_38/LT0034_38_63_50.tif
LT0034_38,D2,50,74,negative control,negative control,LT0034_38_74,1,1,LT0034_38/LT0034_38_74_50.tif
LT0034_38,M16,50,304,negative control,negative control,LT0034_38_304,1,1,LT0034_38/LT0034_38_304_50.tif
LT0034_38,N3,50,315,negative control,negative control,LT0034_38_315,1,1,LT0034_38/LT0034_38_315_50.tif
LT0034_38,O16,50,352,negative control,negative control,LT0034_38_352,1,1,LT0034_38/LT0034_38_352_50.tif
LT0034_41,A1,50,1,positive control,ENSG00000149503,LT0034_41_1,1,1,LT0034_41/LT0034_41_1_50.tif
LT0034_41,A4,50,4,positive control,ENSG00000149503,LT0034_41_4,1,1,LT0034_41/LT0034_41_4_50.tif
LT0034_41,A15,50,15,negative control,negative control,LT0034_41_15,1,1,LT0034_41/LT0034_41_15_50.tif
LT0034_41,B2,50,26,negative control,negative control,LT0034_41_26,1,1,LT0034_41/LT0034_41_26_50.tif
LT0034_41,C1,50,49,positive control,ENSG00000149503,LT0034_41_49,1,1,LT0034_41/LT0034_41_49_50.tif
LT0034_41,C4,50,52,positive control,ENSG00000149503,LT0034_41_52,1,1,LT0034_41/LT0034_41_52_50.tif
LT0034_41,C15,50,63,negative control,negative control,LT0034_41_63,1,1,LT0034_41/LT0034_41_63_50.tif
LT0034_41,D2,50,74,negative control,negative control,LT0034_41_74,1,1,LT0034_41/LT0034_41_74_50.tif
LT0034_41,M16,50,304,negative control,negative control,LT0034_41_304,1,1,LT0034_41/LT0034_41_304_50.tif
LT0034_41,N3,50,315,negative control,negative control,LT0034_41_315,1,1,LT0034_41/LT0034_41_315_50.tif
LT0034_41,O16,50,352,negative control,negative control,LT0034_41_352,1,1,LT0034_41/LT0034_41_352_50.tif
LT0035_01,A1,50,1,positive control,ENSG00000149503,LT0035_01_1,1,1,LT0035_01/LT0035_01_1_50.tif
LT0035_01,A4,50,4,positive control,ENSG00000149503,LT0035_01_4,1,1,LT0035_01/LT0035_01_4_50.tif
LT0035_01,A15,50,15,negative control,negative control,LT0035_01_15,1,1,LT0035_01/LT0035_01_15_50.tif
LT0035_01,B2,50,26,negative control,negative control,LT0035_01_26,1,1,LT0035_01/LT0035_01_26_50.tif
LT0035_01,C1,50,49,positive control,ENSG00000149503,LT0035_01_49,1,1,LT0035_01/LT0035_01_49_50.tif
LT0035_01,C4,50,52,positive control,ENSG00000149503,LT0035_01_52,1,1,LT0035_01/LT0035_01_52_50.tif
LT0035_01,C15,50,63,negative control,negative control,LT0035_01_63,1,1,LT0035_01/LT0035_01_63_50.tif
LT0035_01,D2,50,74,negative control,negative control,LT0035_01_74,1,1,LT0035_01/LT0035_01_74_50.tif
LT0035_01,M16,50,304,negative control,negative control,LT0035_01_304,1,1,LT0035_01/LT0035_01_304_50.tif
LT0035_01,N3,50,315,negative control,negative control,LT0035_01_315,1,1,LT0035_01/LT0035_01_315_50.tif
LT0035_01,O16,50,352,negative control,negative control,LT0035_01_352,1,1,LT0035_01/LT0035_01_352_50.tif
LT0035_06,A1,50,1,positive control,ENSG00000149503,LT0035_06_1,1,1,LT0035_06/LT0035_06_1_50.tif
LT0035_06,A4,50,4,positive control,ENSG00000149503,LT0035_06_4,1,1,LT0035_06/LT0035_06_4_50.tif
LT0035_06,A15,50,15,negative control,negative control,LT0035_06_15,1,1,LT0035_06/LT0035_06_15_50.tif
LT0035_06,B2,50,26,negative control,negative control,LT0035_06_26,1,1,LT0035_06/LT0035_06_26_50.tif
LT0035_06,C1,50,49,positive control,ENSG00000149503,LT0035_06_49,1,1,LT0035_06/LT0035_06_49_50.tif
LT0035_06,C4,50,52,positive control,ENSG00000149503,LT0035_06_52,1,1,LT0035_06/LT0035_06_52_50.tif
LT0035_06,C15,50,63,negative control,negative control,LT0035_06_63,1,1,LT0035_06/LT0035_06_63_50.tif
LT0035_06,D2,50,74,negative control,negative control,LT0035_06_74,1,1,LT0035_06/LT0035_06_74_50.tif
LT0035_06,M16,50,304,negative control,negative control,LT0035_06_304,1,1,LT0035_06/LT0035_06_304_50.tif
LT0035_06,N3,50,315,negative control,negative control,LT0035_06_315,1,1,LT0035_06/LT0035_06_315_50.tif
LT0035_06,O16,50,352,negative control,negative control,LT0035_06_352,1,1,LT0035_06/LT0035_06_352_50.tif
LT0035_07,A1,50,1,positive control,ENSG00000149503,LT0035_07_1,1,1,LT0035_07/LT0035_07_1_50.tif
LT0035_07,A4,50,4,positive control,ENSG00000149503,LT0035_07_4,1,1,LT0035_07/LT0035_07_4_50.tif
LT0035_07,A15,50,15,negative control,negative control,LT0035_07_15,1,1,LT0035_07/LT0035_07_15_50.tif
LT0035_07,B2,50,26,negative control,negative control,LT0035_07_26,1,1,LT0035_07/LT0035_07_26_50.tif
LT0035_07,C1,50,49,positive control,ENSG00000149503,LT0035_07_49,1,1,LT0035_07/LT0035_07_49_50.tif
LT0035_07,C4,50,52,positive control,ENSG00000149503,LT0035_07_52,1,1,LT0035_07/LT0035_07_52_50.tif
LT0035_07,C15,50,63,negative control,negative control,LT0035_07_63,1,1,LT0035_07/LT0035_07_63_50.tif
LT0035_07,D2,50,74,negative control,negative control,LT0035_07_74,1,1,LT0035_07/LT0035_07_74_50.tif
LT0035_07,M16,50,304,negative control,negative control,LT0035_07_304,1,1,LT0035_07/LT0035_07_304_50.tif
LT0035_07,N3,50,315,negative control,negative control,LT0035_07_315,1,1,LT0035_07/LT0035_07_315_50.tif
LT0035_07,O16,50,352,negative control,negative control,LT0035_07_352,1,1,LT0035_07/LT0035_07_352_50.tif
LT0035_10,A1,50,1,positive control,ENSG00000149503,LT0035_10_1,1,1,LT0035_10/LT0035_10_1_50.tif
LT0035_10,A4,50,4,positive control,ENSG00000149503,LT0035_10_4,1,1,LT0035_10/LT0035_10_4_50.tif
LT0035_10,A15,50,15,negative control,negative control,LT0035_10_15,1,1,LT0035_10/LT0035_10_15_50.tif
LT0035_10,B2,50,26,negative control,negative control,LT0035_10_26,1,1,LT0035_10/LT0035_10_26_50.tif
LT0035_10,C1,50,49,positive control,ENSG00000149503,LT0035_10_49,1,1,LT0035_10/LT0035_10_49_50.tif
LT0035_10,C4,50,52,positive control,ENSG00000149503,LT0035_10_52,1,1,LT0035_10/LT0035_10_52_50.tif
LT0035_10,C15,50,63,negative control,negative control,LT0035_10_63,1,1,LT0035_10/LT0035_10_63_50.tif
LT0035_10,D2,50,74,negative control,negative control,LT0035_10_74,1,1,LT0035_10/LT0035_10_74_50.tif
LT0035_10,M16,50,304,negative control,negative control,LT0035_10_304,1,1,LT0035_10/LT0035_10_304_50.tif
LT0035_10,N3,50,315,negative control,negative control,LT0035_10_315,1,1,LT0035_10/LT0035_10_315_50.tif
LT0035_10,O16,50,352,negative control,negative control,LT0035_10_352,1,1,LT0035_10/LT0035_10_352_50.tif
LT0035_13,A1,50,1,positive control,ENSG00000149503,LT0035_13_1,1,1,LT0035_13/LT0035_13_1_50.tif
LT0035_13,A4,50,4,positive control,ENSG00000149503,LT0035_13_4,1,1,LT0035_13/LT0035_13_4_50.tif
LT0035_13,A15,50,15,negative control,negative control,LT0035_13_15,1,1,LT0035_13/LT0035_13_15_50.tif
LT0035_13,B2,50,26,negative control,negative control,LT0035_13_26,1,1,LT0035_13/LT0035_13_26_50.tif
LT0035_13,C1,50,49,positive control,ENSG00000149503,LT0035_13_49,1,1,LT0035_13/LT0035_13_49_50.tif
